CONDUCTING_EQUIPMENTID,CONNECTIVITY_NODEID,LINKED_EQUIPTYPE,GEOMETRY_COORDINATES,GEOMETRY_WKB
55295759_5003324:GS0626-3,55295759,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1402606079, 34.0987497096]}",bytearray(b'\x01\x01\x00\x00\x00?\xf6\xa0\x07\xfa\x88]\xc0Z\x9c\x9a\xd4\xa3\x0cA@')
CAB_589031E:589031E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.1461042393, 34.1026895185]}",bytearray(b'\x01\x01\x00\x00\x00nf\x98\xc5Y\x89]\xc0\xbc\xcc\x1d\xee$\rA@')
42981694_CAB_4534422E:4534422E,42981694,TERMINAL,"{'type': 'Point', 'coordinates': [-118.129592679, 34.1001208507]}",bytearray(b'\x01\x01\x00\x00\x00\xc9\x86\x17?K\x88]\xc0\xbd\xb3\x91\xc2\xd0\x0cA@')
51229733_4740418E:51229731,51229733,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1386162562, 34.1020757459]}",bytearray(b'\x01\x01\x00\x00\x00\xab\xc4\xb7\x16\xdf\x88]\xc0{-k\xd1\x10\rA@')
CAB_1431253E:1431253E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.1286427204, 34.100666024]}","bytearray(b'\x01\x01\x00\x00\x00""?\xad\xae;\x88]\xc0\xfdr\xd0\x9f\xe2\x0cA@')"
1431255E:42981574,-999999,CUTOUT,"{'type': 'LineString', 'coordinates': [[-118.1283253569, 34.1001984929], [-118.1283278367, 34.1000958433]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\x84\xc8\x8e{6\x88]\xc0\x97\x0e\xe1M\xd3\x0cA@\xbfr\xf5\x856\x88]\xc02\xb8\xca\xf0\xcf\x0cA@')
4429176E:RCS2569,-999999,OH_SWITCH,"{'type': 'Point', 'coordinates': [-118.147733278, 34.1014534046]}",bytearray(b'\x01\x01\x00\x00\x00\x9ebGvt\x89]\xc0\x95i\xd7l\xfc\x0cA@')
173019999_173020019$173020028,173019999,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1231461856, 34.1041836894]}",bytearray(b'\x01\x01\x00\x00\x00\xde\xf1\x89\xa0\xe1\x87]\xc0\xf4_!\xe4U\rA@')
CAB_5002114:GS0638,-999999,UG_SWITCH_LOCATION,"{'type': 'Polygon', 'coordinates': [[[-118.1451283942, 34.0925285981], [-118.1444775184, 34.092517967], [-118.1444676798, 34.0929288198], [-118.1451185588, 34.0929394509], [-118.1451283942, 34.0925285981]]]}","bytearray(b'\x01\x03\x00\x00\x00\x01\x00\x00\x00\x05\x00\x00\x00\xd7\xb3\x9a\xc8I\x89]\xc0bd#\xfa\xd7\x0bA@A""\xa2\x1e?\x89]\xc0YG\xf5\xa0\xd7\x0bA@{\x04^\xf5>\x89]\xc0\xcd\xf2p\x17\xe5\x0bA@\xac\x05Z\x9fI\x89]\xc0\xd5\x0f\x9fp\xe5\x0bA@\xd7\xb3\x9a\xc8I\x89]\xc0bd#\xfa\xd7\x0bA@')"
1431255E$1431254E,-999999,OH_PRIMARY_CONDUCTOR,"{'type': 'LineString', 'coordinates': [[-118.1283253569, 34.1001984929], [-118.1284565842, 34.1003918151]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\x84\xc8\x8e{6\x88]\xc0\x97\x0e\xe1M\xd3\x0cA@\x12\x06\xf7\xa18\x88]\xc0\xfeQ\x95\xa3\xd9\x0cA@')
58629622_CAB_1662221E:1662221E,58629622,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1448479137, 34.099548507]}",bytearray(b'\x01\x01\x00\x00\x00\x10\x0f/0E\x89]\xc0\x1f\xf7f\x01\xbe\x0cA@')
695329H:51229756,-999999,CUTOUT,"{'type': 'Point', 'coordinates': [-118.1386142351, 34.1027777641]}","bytearray(b""\x01\x01\x00\x00\x00\xee\xa0=\x0e\xdf\x88]\xc0b\xc8_\xd2\'\rA@"")"
695329H$695331H,-999999,OH_PRIMARY_CONDUCTOR,"{'type': 'LineString', 'coordinates': [[-118.1386117689, 34.1028804138], [-118.138614586, 34.1032839156]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\n\x91\xe5\x03\xdf\x88]\xc0\xc1Uv/+\rA@\x97g\xb6\x0f\xdf\x88]\xc08\xdaGh8\rA@')
CAB_1662212E:1662212E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.1457636201, 34.1032431071]}",bytearray(b'\x01\x01\x00\x00\x00\xabQ\xef0T\x89]\xc0\x16D\xf4\x117\rA@')
174139555_J073A-4P$GS0628-4,174139555,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1297515067, 34.100835853]}",bytearray(b'\x01\x01\x00\x00\x00\x87xC\xd9M\x88]\xc0\x1bsq0\xe8\x0cA@')
137947544_CAB_695258H:695258H,137947544,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1386149142, 34.1016448497]}",bytearray(b'\x01\x01\x00\x00\x00\x85\xce\x16\x11\xdf\x88]\xc0Y\xa2\xcc\xb2\x02\rA@')
1431256E:42981599,-999999,CUTOUT,"{'type': 'Point', 'coordinates': [-118.1278400396, 34.0993976698]}",bytearray(b'\x01\x01\x00\x00\x00\xe3L\xfd\x87.\x88]\xc0x\x8b\x16\x10\xb9\x0cA@')
5003324:GS0626-3,-999999,UG_SWITCH,"{'type': 'Point', 'coordinates': [-118.1402606081, 34.0987497096]}",bytearray(b'\x01\x01\x00\x00\x008-\xa1\x07\xfa\x88]\xc0Z\x9c\x9a\xd4\xa3\x0cA@')
5002091:GS0609-1,-999999,UG_SWITCH,"{'type': 'LineString', 'coordinates': [[-118.1357164655, 34.0984981105], [-118.1357131722, 34.098634977]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00z6\x1d\x94\xaf\x88]\xc0\\\xa8\t\x96\x9b\x0cA@\x11\x0fM\x86\xaf\x88]\xc0v:(\x12\xa0\x0cA@')
42997354_1579868E$1579866E,42997354,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1339394393, 34.0982285828]}",bytearray(b'\x01\x01\x00\x00\x00\t\xdc\xb9v\x92\x88]\xc0GT\x13\xc1\x92\x0cA@')
51245078_CAB_4382922E:4382922E,51245078,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1385337629, 34.1001660138]}",bytearray(b'\x01\x01\x00\x00\x00\x07C\xb7\xbc\xdd\x88]\xc0\x89\xb8l=\xd2\x0cA@')
42981763_CAB_4513975E:4513975E,42981763,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1285248228, 34.0985305801]}",bytearray(b'\x01\x01\x00\x00\x00\x9d\xa9-\xc09\x88]\xc0\xbb\x97i\xa6\x9c\x0cA@')
1430550E:42981424,-999999,CUTOUT,"{'type': 'LineString', 'coordinates': [[-118.1277071242, 34.1013114182], [-118.1277096048, 34.1012087686]]}","bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xefy\x80Z,\x88]\xc0\xb0\xf0\xc5\xc5\xf7\x0cA@\x12\x00\xe8d,\x88]\xc0L\x9a\xafh\xf4\x0cA@')"
1662218E:58606780,-999999,CUTOUT,"{'type': 'LineString', 'coordinates': [[-118.1448803118, 34.1007811411], [-118.1448827697, 34.1006784912]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xfa@\x12\xb8E\x89]\xc0\xfe\x89|e\xe6\x0cA@cga\xc2E\x89]\xc0\xac\x8ee\x08\xe3\x0cA@')
177282950$GS1793-2,-999999,UG_BUS,"{'type': 'LineString', 'coordinates': [[-118.1214893091, 34.1049992045], [-118.1214191046, 34.1050355869]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00{Y\x18{\xc6\x87]\xc0}\xb7*\x9dp\rA@v\xd7\xa2T\xc5\x87]\xc0jS]\xceq\rA@')
770058E:0193411,-999999,CAPACITOR_BANK,"{'type': 'Point', 'coordinates': [-118.1467982837, 34.1016894354]}",bytearray(b'\x01\x01\x00\x00\x00m\xe6\xa0$e\x89]\xc0#\xb2\xcf(\x04\rA@')
54028418s_293588A419B7EE34E0637F61810A7CE3,54028418s,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1461885732, 34.099886323]}","bytearray(b""\x01\x01\x00\x00\x00Y<Q\'[\x89]\xc0%M5\x13\xc9\x0cA@"")"
293588A41B83EE34E0637F61810A7CE3,-999999,OH_TRANSFORMER,"{'type': 'Point', 'coordinates': [-118.147276024, 34.0997504924]}",bytearray(b'\x01\x01\x00\x00\x00(\xa4j\xf8l\x89]\xc0\x17O\xc7\x9f\xc4\x0cA@')
54030064_CAB_4435581E:4435581E,54030064,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1461855803, 34.1003785614]}",bytearray(b'\x01\x01\x00\x00\x00B\xa2\xc3\x1a[\x89]\xc0]7g4\xd9\x0cA@')
4513975E:42981761,-999999,CUTOUT,"{'type': 'Point', 'coordinates': [-118.1285248228, 34.0985305802]}",bytearray(b'\x01\x01\x00\x00\x00\x9d\xa9-\xc09\x88]\xc0\xb5\xcei\xa6\x9c\x0cA@')
1349619E:1349619E,-999999,POTHEAD,"{'type': 'Point', 'coordinates': [-118.144811954, 34.0982621955]}",bytearray(b'\x01\x01\x00\x00\x00\xfe\x9f[\x99D\x89]\xc0\x86\r\n\xdb\x93\x0cA@')
5640680:GS1792-1,-999999,UG_SWITCH,"{'type': 'Point', 'coordinates': [-118.1198754187, 34.1028679161]}",bytearray(b'\x01\x01\x00\x00\x00K\xba\xf2\t\xac\x87]\xc0\x85\xba\x9f\xc6*\rA@')
55295926_ST. CHARLES$ASTEROID_GS0609-2$GS0609-2,55295926,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1356336051, 34.0984967504]}",bytearray(b'\x01\x01\x00\x00\x00(\x89\x928\xae\x88]\xc0z\xdd\xa0\x8a\x9b\x0cA@')
243721856_293588A8835BEE34E0637F61810A7CE3,243721856,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1384549924, 34.1013617498]}",bytearray(b'\x01\x01\x00\x00\x00\xdc\x14Tr\xdc\x88]\xc0i:\xfck\xf9\x0cA@')
406057E$ND210943564,-999999,OH_PRIMARY_CONDUCTOR,"{'type': 'LineString', 'coordinates': [[-118.1472702367, 34.1007870071], [-118.1472820475, 34.1011291477]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00>\x93$\xe0l\x89]\xc0\x99\xad\xb1\x96\xe6\x0cA@:S\xae\x11m\x89]\xc0\x9d\x05\xc7\xcc\xf1\x0cA@')
238633039_1279511E$ND238633039,238633039,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1261543074, 34.099086129]}","bytearray(b'\x01\x01\x00\x00\x00\x15""\x84\xe9\x12\x88]\xc0h\xc5\xb1\xda\xae\x0cA@')"
1430539E:PS1226,-999999,OH_SWITCH,"{'type': 'Point', 'coordinates': [-118.1288793184, 34.0995162992]}",bytearray(b'\x01\x01\x00\x00\x00)j\n\x8f?\x88]\xc0\xd1=9\xf3\xbc\x0cA@')
299261595_4668431E$ND54030766,299261595,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1472840312, 34.1014540906]}",bytearray(b'\x01\x01\x00\x00\x00\x88N\x00\x1am\x89]\xc0\x12\x96\x98r\xfc\x0cA@')
CAB_1662218E:1662218E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.1448803118, 34.1007811411]}",bytearray(b'\x01\x01\x00\x00\x00\xfa@\x12\xb8E\x89]\xc0\xfe\x89|e\xe6\x0cA@')
508348H$774653H,-999999,OH_PRIMARY_CONDUCTOR,"{'type': 'LineString', 'coordinates': [[-118.1374904342, 34.1016033932], [-118.1374901413, 34.1022531536]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xb8\x99\xad\xa4\xcc\x88]\xc0sz\tW\x01\rA@\xfb\x19s\xa3\xcc\x88]\xc0\xfcO\x9f\xa1\x16\rA@')
165329074_ST. CHARLES$ASTEROID_RCS9711-2$RCS9711-2,165329074,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1463373341, 34.1052141645]}","bytearray(b'\x01\x01\x00\x00\x00,\tD\x97]\x89]\xc0>\xcda\xa8w\rA@')"
55295759_ST. CHARLES$CRESTA_GS0626-3$GS0626-3,55295759,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1402606079, 34.0987497096]}",bytearray(b'\x01\x01\x00\x00\x00?\xf6\xa0\x07\xfa\x88]\xc0Z\x9c\x9a\xd4\xa3\x0cA@')
210332391_5054764:P5054764-T,210332391,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1345236933, 34.0977829772]}","bytearray(b""\x01\x01\x00\x00\x00\xae\xd0C\t\x9c\x88]\xc0\xfa\x96\x10\'\x84\x0cA@"")"
43018555_5054766:B5054766-2,43018555,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1342390893, 34.0980178531]}",bytearray(b'\x01\x01\x00\x00\x00\xda\x98\x8c_\x97\x88]\xc0\x8c\xbeX\xd9\x8b\x0cA@')
54029162_CAB_884099E:884099E,54029162,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1472735693, 34.0998531425]}",bytearray(b'\x01\x01\x00\x00\x00[\xed\x1e\xeel\x89]\xc0]\xb8\xde\xfc\xc7\x0cA@')
42981542_CAB_1431253E:1431253E,42981542,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1286427203, 34.1006660239]}",bytearray(b'\x01\x01\x00\x00\x00\xa5#\xad\xae;\x88]\xc0\x03<\xd0\x9f\xe2\x0cA@')
51229888_CAB_508348H:508348H,51229888,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1374904341, 34.1016033935]}",bytearray(b'\x01\x01\x00\x00\x00;~\xad\xa4\xcc\x88]\xc0`\x1f\nW\x01\rA@')
55295934_5002091:GS0609-1,55295934,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1357164655, 34.0984981105]}",bytearray(b'\x01\x01\x00\x00\x00z6\x1d\x94\xaf\x88]\xc0\\\xa8\t\x96\x9b\x0cA@')
1605137E:137E,-999999,POTHEAD,"{'type': 'Point', 'coordinates': [-118.131992355, 34.0995002894]}",bytearray(b'\x01\x01\x00\x00\x00\x02\x03\x10\x90r\x88]\xc00u\xecl\xbc\x0cA@')
54028342_CAB_917396E:917396E,54028342,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1473681989, 34.1021494734]}",bytearray(b'\x01\x01\x00\x00\x00\xbd\xaf\x06{n\x89]\xc0?\xc7\xe3;\x13\rA@')
206573361_BF02586$ND206573398,206573361,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1461002493, 34.1011855436]}",bytearray(b'\x01\x01\x00\x00\x00\x95+\xdc\xb4Y\x89]\xc0\x85K\xdc\xa5\xf3\x0cA@')
51229928_CAB_9783718E:9783718E,51229928,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1375097063, 34.1029350231]}","bytearray(b'\x01\x01\x00\x00\x00:\xdc\x82\xf5\xcc\x88]\xc0\xec\xe9\x8e\xf9,\rA@')"
137803450_ND43020751$ND137803450,137803450,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1265760468, 34.1006149241]}",bytearray(b'\x01\x01\x00\x00\x00\xa1]k\xd2\x19\x88]\xc0\xe0?(\xf3\xe0\x0cA@')
42981602_1431256E:42981599,42981602,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1278400395, 34.0993976698]}",bytearray(b'\x01\x01\x00\x00\x00f1\xfd\x87.\x88]\xc0x\x8b\x16\x10\xb9\x0cA@')
210332399_5054764:P5054764-T,210332399,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1345215802, 34.0977271693]}",bytearray(b'\x01\x01\x00\x00\x00-\xe4f\x00\x9c\x88]\xc0~\t\xeaR\x82\x0cA@')
42981542_1431254E$1431253E,42981542,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1286427203, 34.1006660239]}",bytearray(b'\x01\x01\x00\x00\x00\xa5#\xad\xae;\x88]\xc0\x03<\xd0\x9f\xe2\x0cA@')
87090990_CAB_4535697E:4535697E,87090990,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1317063655, 34.0990884395]}",bytearray(b'\x01\x01\x00\x00\x00\xd7\x1f\x89\xe0m\x88]\xc07\x88\x13\xee\xae\x0cA@')
55295277_55295304$55295312,55295277,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1447507816, 34.0927670372]}",bytearray(b'\x01\x01\x00\x00\x00\xb7B\xc8\x98C\x89]\xc0\xdduO\xca\xdf\x0bA@')
55345873_GS0625-2$ND55345895,55345873,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1414721144, 34.0981218415]}","bytearray(b'\x01\x01\x00\x00\x007)\x0e\xe1\r\x89]\xc0\x06""\xaaA\x8f\x0cA@')"
CAB_5054767:B5054767,-999999,UG_TRANSFORMER_LOCATION,"{'type': 'Polygon', 'coordinates': [[[-118.1344529591, 34.0974093469], [-118.1344528581, 34.0971673579], [-118.1342508683, 34.0971674153], [-118.1342509688, 34.0974094043], [-118.1344529591, 34.0974093469]]]}",bytearray(b'\x01\x03\x00\x00\x00\x01\x00\x00\x00\x05\x00\x00\x00\xd6\x8b\x95\xe0\x9a\x88]\xc0O\xa1\xd3\xe8w\x0cA@+\x19)\xe0\x9a\x88]\xc0\xa95\xe0\xfao\x0cA@\xb83\xf4\x90\x97\x88]\xc0\xa5y[\xfbo\x0cA@\xf3\x1c`\x91\x97\x88]\xc0K\xe5N\xe9w\x0cA@\xd6\x8b\x95\xe0\x9a\x88]\xc0O\xa1\xd3\xe8w\x0cA@')
58629595_ND58679354$1327372E,58629595,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1444443408, 34.1013738638]}",bytearray(b'\x01\x01\x00\x00\x00\x03\xf5y\x93>\x89]\xc0W\xd8\x9a\xd1\xf9\x0cA@')
42981371_1387681E:1387681E,42981371,TERMINAL,"{'type': 'Point', 'coordinates': [-118.129723291, 34.1003041584]}",bytearray(b'\x01\x01\x00\x00\x00\xf8\x17\xebbM\x88]\xc0\x8b\xfdC\xc4\xd6\x0cA@')
508628H:51229781,-999999,CUTOUT,"{'type': 'Point', 'coordinates': [-118.1374992231, 34.0994096689]}","bytearray(b""\x01\x01\x00\x00\x00\'\x9c\x8a\xc9\xcc\x88]\xc0uj\xbet\xb9\x0cA@"")"
123861022_CAB_61544E:61544E,123861022,TERMINAL,"{'type': 'Point', 'coordinates': [-118.13852846, 34.0996131235]}",bytearray(b'\x01\x01\x00\x00\x00\xfaPy\xa6\xdd\x88]\xc0\xab\xd7q\x1f\xc0\x0cA@')
51229749_695258H$4740418E,51229749,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1386162562, 34.1020757459]}",bytearray(b'\x01\x01\x00\x00\x00\xab\xc4\xb7\x16\xdf\x88]\xc0{-k\xd1\x10\rA@')
55295533_CAB_1658472E:1658472E,55295533,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1436003543, 34.0934943053]}",bytearray(b'\x01\x01\x00\x00\x00gZ\x8a\xbf0\x89]\xc0\x18\xd0\x13\x9f\xf7\x0bA@')
54028483_583250E$583249E,54028483,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1472724652, 34.1001612702]}",bytearray(b'\x01\x01\x00\x00\x00\xa9h}\xe9l\x89]\xc0\xdb\xea\xa1\x15\xd2\x0cA@')
5003349:GS0625-3,-999999,UG_SWITCH,"{'type': 'LineString', 'coordinates': [[-118.1417659943, 34.0984525425], [-118.1417627117, 34.0985894092]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\x05M\xad\xb1\x12\x89]\xc0n\x1f\xc9\x17\x9a\x0cA@\xcd\xa2\xe8\xa3\x12\x89]\xc0|\x1f\xe8\x93\x9e\x0cA@')
58629570_1327372E$1327373E,58629570,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1445513313, 34.1017680261]}",bytearray(b'\x01\x01\x00\x00\x00\xb6!:T@\x89]\xc0a\xf0\x13\xbc\x06\rA@')
CAB_1430544E:1430544E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.1271547605, 34.1003392158]}",bytearray(b'\x01\x01\x00\x00\x005x\xb8M#\x88]\xc0\x03/Y\xea\xd7\x0cA@')
177282971_5640679:GS1793-3,177282971,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1212828157, 34.1049850047]}",bytearray(b'\x01\x01\x00\x00\x00\xe4\xbf\xff\x18\xc3\x87]\xc0\xe2\xe0\x0c&p\rA@')
CAB_1579866E:1579866E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.1339394393, 34.0982285829]}",bytearray(b'\x01\x01\x00\x00\x00\t\xdc\xb9v\x92\x88]\xc0A\x8b\x13\xc1\x92\x0cA@')
293588A41C6FEE34E0637F61810A7CE3,-999999,OH_TRANSFORMER,"{'type': 'Point', 'coordinates': [-118.1461184318, 34.1018414137]}",bytearray(b'\x01\x01\x00\x00\x00 {\x1f\x01Z\x89]\xc0&\x9c\xb2#\t\rA@')
51245078_4382922E$61544E,51245078,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1385337629, 34.1001660138]}",bytearray(b'\x01\x01\x00\x00\x00\x07C\xb7\xbc\xdd\x88]\xc0\x89\xb8l=\xd2\x0cA@')
55295757$55295765,-999999,UG_BUS,"{'type': 'LineString', 'coordinates': [[-118.1402574646, 34.0988865786], [-118.1401746023, 34.0988852804]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\x85\xdeq\xfa\xf9\x88]\xc0\xd8\x8c\xbeP\xa8\x0cA@\xee&\xe5\x9e\xf8\x88]\xc0\xd8\xaf\xdaE\xa8\x0cA@')
173019998_173020010$173020019,173019998,TERMINAL,"{'type': 'Point', 'coordinates': [-118.12321831, 34.1041499659]}",bytearray(b'\x01\x01\x00\x00\x00\xfa\xed\x0c\xcf\xe2\x87]\xc0\xc3\xb5<\xc9T\rA@')
CAB_1430546E:1430546E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.1266301629, 34.0997707858]}",bytearray(b'\x01\x01\x00\x00\x00\xee\x15f\xb5\x1a\x88]\xc0\xb9\r\x03J\xc5\x0cA@')
5003324:GS0626-4,-999999,UG_SWITCH,"{'type': 'Point', 'coordinates': [-118.1401746023, 34.0988852804]}",bytearray(b'\x01\x01\x00\x00\x00\xee&\xe5\x9e\xf8\x88]\xc0\xd8\xaf\xdaE\xa8\x0cA@')
1658472E:55295531,-999999,CUTOUT,"{'type': 'LineString', 'coordinates': [[-118.1436003543, 34.0934943054], [-118.1436028137, 34.0933916551]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00gZ\x8a\xbf0\x89]\xc0\x12\x07\x14\x9f\xf7\x0bA@ \x1d\xdb\xc90\x89]\xc0\xd9/\xfcA\xf4\x0bA@')
42997339_1579866E:42997336,42997339,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1339419116, 34.0981259329]}",bytearray(b'\x01\x01\x00\x00\x00\xb0x\x18\x81\x92\x88]\xc0\xf5X\xfcc\x8f\x0cA@')
207913900_ND210943564$BF02585,207913900,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1472826953, 34.1011665078]}",bytearray(b'\x01\x01\x00\x00\x00#\xe5e\x14m\x89]\xc0\xcc9-\x06\xf3\x0cA@')
176394353_V5002129PT$RCS0631-1,176394353,TERMINAL,"{'type': 'Point', 'coordinates': [-118.126213398, 34.1024739877]}",bytearray(b'\x01\x01\x00\x00\x00\x88.\\\xe1\x13\x88]\xc0]\xee\x1c\xde\x1d\rA@')
293588B4B32FEE34E0637F61810A7CE3,-999999,UG_TRANSFORMER,"{'type': 'Point', 'coordinates': [-118.1345215802, 34.0977271692]}",bytearray(b'\x01\x01\x00\x00\x00-\xe4f\x00\x9c\x88]\xc0\x84\xd2\xe9R\x82\x0cA@')
BF22789$ND43021052,-999999,OH_PRIMARY_CONDUCTOR,"{'type': 'LineString', 'coordinates': [[-118.1281333344, 34.0999156101], [-118.1281071305, 34.0998770038]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xa11(V3\x88]\xc0\xa4\xde\xe2\x08\xca\x0cA@q\xf8?\xe82\x88]\xc0\xc4x\x08\xc5\xc8\x0cA@')
174139514_174139534$174139543,174139514,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1298845677, 34.1008919801]}",bytearray(b'\x01\x01\x00\x00\x00\xb4\xa1\\\x07P\x88]\xc0\xa6zE\x07\xea\x0cA@')
54029939_4374250E$589031E,54029939,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1461159752, 34.1019440639]}",bytearray(b'\x01\x01\x00\x00\x00\x0f\xba\xd1\xf6Y\x89]\xc0e<\xca\x80\x0c\rA@')
177740084_GS1777-2$ND177740084,177740084,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1230650515, 34.1040648918]}",bytearray(b'\x01\x01\x00\x00\x00G\xde<L\xe0\x87]\xc0\xadx\x95\xffQ\rA@')
196783952_ND196783952$BF22789,196783952,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1282896356, 34.1001458876]}",bytearray(b'\x01\x01\x00\x00\x00VT\xbb\xe55\x88]\xc0\x13\t\x98\x94\xd1\x0cA@')
5640680:GS1792-1,-999999,UG_SWITCH,"{'type': 'LineString', 'coordinates': [[-118.1198754187, 34.1028679161], [-118.1199078282, 34.1029845851]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00K\xba\xf2\t\xac\x87]\xc0\x85\xba\x9f\xc6*\rA@\xd1)\xe2\x91\xac\x87]\xc0\x92\x7fP\x99.\rA@')
CAB_695329H:695329H,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.1386117689, 34.1028804138]}",bytearray(b'\x01\x01\x00\x00\x00\n\x91\xe5\x03\xdf\x88]\xc0\xc1Uv/+\rA@')
CAB_1431256E:1431256E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.1278375591, 34.0995003194]}","bytearray(b'\x01\x01\x00\x00\x00=\xe2\x95}.\x88]\xc0\xdd\xe1,m\xbc\x0cA@')"
5003568:GS0610-2,-999999,UG_SWITCH,"{'type': 'Point', 'coordinates': [-118.1342175105, 34.0992064158]}",bytearray(b'\x01\x01\x00\x00\x00y\x89\n\x05\x97\x88]\xc0\n\xb5\xbb\xcb\xb2\x0cA@')
55346817_1541350EOT$ND55347359,55346817,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1447298849, 34.0943194404]}","bytearray(b'\x01\x01\x00\x00\x00\x8f\x99""AC\x89]\xc0\x90\xf2\xcf\xa8\x12\x0cA@')"
774653H:51229897,-999999,CUTOUT,"{'type': 'Point', 'coordinates': [-118.1374901413, 34.1022531536]}",bytearray(b'\x01\x01\x00\x00\x00\xfb\x19s\xa3\xcc\x88]\xc0\xfcO\x9f\xa1\x16\rA@')
42999660s_293588B2164AEE34E0637F61810A7CE3,42999660s,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1301111157, 34.1002786206]}",bytearray(b'\x01\x01\x00\x00\x00\xc4\xb1\x92\xbdS\x88]\xc0\x85\xfb\t\xee\xd5\x0cA@')
