CONDUCTING_EQUIPMENTID,CONNECTIVITY_NODEID,LINKED_EQUIPTYPE,GEOMETRY_COORDINATES,GEOMETRY_WKB
185228026$185228035,-999999,UG_BUS,"{'type': 'LineString', 'coordinates': [[-118.4648416252, 34.0076281601], [-118.4648259587, 34.0076953731]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00l\x83\x16\xf7\xbf\x9d]\xc0>\x14\xa5\xf5\xf9\x00A@\xb2\xbc`\xb5\xbf\x9d]\xc0\xc3\xe5w)\xfc\x00A@')
32588531_CAB_915050E:915050E,32588531,TERMINAL,"{'type': 'Point', 'coordinates': [-118.466250917, 34.0123105757]}",bytearray(b'\x01\x01\x00\x00\x00\xae\x0f\x16\x0e\xd7\x9d]\xc0b\x03\x98d\x93\x01A@')
CAB_2241301E:2241301E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.4674904687, 34.0149165883]}",bytearray(b'\x01\x01\x00\x00\x00\x87\x90$]\xeb\x9d]\xc0Lui\xc9\xe8\x01A@')
154374255_915043E$ND152776783,154374255,TERMINAL,"{'type': 'Point', 'coordinates': [-118.464487097, 34.0102435315]}",bytearray(b'\x01\x01\x00\x00\x00\xdb\xc1\x16(\xba\x9d]\xc0\xdfd\xf8\xa8O\x01A@')
32588235_293588B18612EE34E0637F61810A7CE3,32588235,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4671006836, 34.0125019197]}",bytearray(b'\x01\x01\x00\x00\x00\x14\x00D\xfa\xe4\x9d]\xc0\xd6\x1f\xb4\xa9\x99\x01A@')
219148085s_293588B4C1E0EE34E0637F61810A7CE3,219148085s,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4695704125, 34.0142798779]}",bytearray(b'\x01\x01\x00\x00\x00\xd56\x0fq\r\x9e]\xc0#IL\xec\xd3\x01A@')
CAB_5581847:V5581847,-999999,UG_TRANSFORMER_LOCATION,"{'type': 'Polygon', 'coordinates': [[[-118.4647005372, 34.0126112274], [-118.464553859, 34.0127007481], [-118.4647162872, 34.0128826678], [-118.4648629656, 34.0127931469], [-118.4647005372, 34.0126112274]]]}",bytearray(b'\x01\x03\x00\x00\x00\x01\x00\x00\x00\x05\x00\x00\x00JmR\xa7\xbd\x9d]\xc0j\x9f\xa4>\x9d\x01A@\xae\xe8\x1b@\xbb\x9d]\xc0\xb4\xdc\x98-\xa0\x01A@S\xdca\xe9\xbd\x9d]\xc0pq\xa6#\xa6\x01A@\xe9\x97\x98P\xc0\x9d]\xc03\xc6\xb14\xa3\x01A@JmR\xa7\xbd\x9d]\xc0j\x9f\xa4>\x9d\x01A@')
187932938_293588A7C24CEE34E0637F61810A7CE3,187932938,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4677981419, 34.0146012125]}",bytearray(b'\x01\x01\x00\x00\x00\xc4%\x9eg\xf0\x9d]\xc0\xb0\x15\xd9s\xde\x01A@')
915042E:PS0802,-999999,OH_SWITCH,"{'type': 'Point', 'coordinates': [-118.4641229163, 34.010162699]}",bytearray(b'\x01\x01\x00\x00\x00J\xb5\x9a0\xb4\x9d]\xc0\x0b\xec\xe5\x02M\x01A@')
293588B18611EE34E0637F61810A7CE3,-999999,UG_TRANSFORMER,"{'type': 'Point', 'coordinates': [-118.470582504, 34.0153583872]}",bytearray(b'\x01\x01\x00\x00\x00\xfd/\x14\x06\x1e\x9e]\xc0%_}C\xf7\x01A@')
CAB_2033145E:2033145E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.4584627621, 34.01894093]}",bytearray(b'\x01\x01\x00\x00\x00\xd0i2tW\x9d]\xc0\xf2s\t\xa8l\x02A@')
CAB_2059912E:2059912E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.4678546065, 34.013534016]}",bytearray(b'\x01\x01\x00\x00\x00\xd4\x8crT\xf1\x9d]\xc0A\r\x8e{\xbb\x01A@')
CAB_920702E:920702E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.4653586769, 34.0128171895]}",bytearray(b'\x01\x01\x00\x00\x00\x80\x8c\xc2o\xc8\x9d]\xc0T\xdd`\xfe\xa3\x01A@')
1664046E:32587737,-999999,CUTOUT,"{'type': 'LineString', 'coordinates': [[-118.4677077133, 34.0114692627], [-118.4677097415, 34.0113666019]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00x-U\xec\xee\x9d]\xc0U\x1a&\xd3w\x01A@\xd7\xf0\xd6\xf4\xee\x9d]\xc0\xad\xb6\xf7ut\x01A@')
32588514s_293588A8BB29EE34E0637F61810A7CE3,32588514s,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4662529472, 34.012207915]}",bytearray(b'\x01\x01\x00\x00\x00\xcf\xf8\x99\x16\xd7\x9d]\xc0\xb3\xd6i\x07\x90\x01A@')
821701E:153098338,-999999,CUTOUT,"{'type': 'Point', 'coordinates': [-118.463706163, 34.0136548056]}",bytearray(b'\x01\x01\x00\x00\x00yB\x9d\\\xad\x9d]\xc0\x1c\xbe\xcfp\xbf\x01A@')
2241303E:188127721,-999999,CUTOUT,"{'type': 'LineString', 'coordinates': [[-118.4671583893, 34.0139325511], [-118.4670862118, 34.0138489983]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\x1d\x06M\xec\xe5\x9d]\xc0\x84\xa9\xb5\x8a\xc8\x01A@\xfc\x05\x91\xbd\xe4\x9d]\xc0\xf3c\xd1\xcd\xc5\x01A@')
32589086_900071E$ND32589086,32589086,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4588474085, 34.0215542968]}",bytearray(b'\x01\x01\x00\x00\x00)W\x85\xc1]\x9d]\xc0\x11\xec\x8bJ\xc2\x02A@')
32588769_900070E:PS0195,32588769,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4571056334, 34.0194977698]}",bytearray(b'\x01\x01\x00\x00\x00N\x91\xfc7A\x9d]\xc0f\xd1%\xe7~\x02A@')
5304043:GS4483-1,-999999,UG_SWITCH,"{'type': 'LineString', 'coordinates': [[-118.464735357, 34.0075415167], [-118.4648572917, 34.007560947]]}","bytearray(b""\x01\x02\x00\x00\x00\x02\x00\x00\x00\x08\xe7]9\xbe\x9d]\xc0\\\xcb\xd3\x1e\xf7\x00A@\'J\xcc8\xc0\x9d]\xc0\xc0\x0b\xd2\xc1\xf7\x00A@"")"
219148125_X16066E:X16066EPH,219148125,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4691454703, 34.0145331783]}","bytearray(b'\x01\x01\x00\x00\x00S\x00\xb9z\x06\x9e]\xc0\xb2\xc0""9\xdc\x01A@')"
32588098_ND147809871$2255565E,32588098,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4584638361, 34.0170880331]}",bytearray(b'\x01\x01\x00\x00\x00\xaf\x9c\xb3xW\x9d]\xc0\xa3\xa8\xcf\xf0/\x02A@')
32587811_821701E$805649E,32587811,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4634202185, 34.0139458002]}",bytearray(b'\x01\x01\x00\x00\x00\xd0\xb0F\xad\xa8\x9d]\xc0E\xe3\xd9\xf9\xc8\x01A@')
185234654_920702E$4611360EPH,185234654,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4653586769, 34.0128171896]}",bytearray(b'\x01\x01\x00\x00\x00\x80\x8c\xc2o\xc8\x9d]\xc0N\x14a\xfe\xa3\x01A@')
206837136_920707E:206837133,206837136,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4601554748, 34.0157245448]}",bytearray(b'\x01\x01\x00\x00\x00\xd9\xd5\xf2/s\x9d]\xc0\x8b\xd4\nC\x03\x02A@')
CAB_1664453E:1664453E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.4567862257, 34.0191237642]}",bytearray(b'\x01\x01\x00\x00\x00D)K\xfc;\x9d]\xc0`\xe8\xc2\xa5r\x02A@')
900073E$900072E,-999999,OH_PRIMARY_CONDUCTOR,"{'type': 'LineString', 'coordinates': [[-118.457679316, 34.0201633271], [-118.4578711914, 34.0203834587]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xa4\x91/\x9eJ\x9d]\xc0\x8d<?\xb6\x94\x02A@\xfd5\xf8\xc2M\x9d]\xc0y?\xd8\xec\x9b\x02A@')
828735E:206837086,-999999,CUTOUT,"{'type': 'Point', 'coordinates': [-118.4588302662, 34.0164973546]}",bytearray(b'\x01\x01\x00\x00\x00\x9d\xef\x9ey]\x9d]\xc0\x1f=\xd7\x95\x1c\x02A@')
32588154_5440745:P5440745-1,32588154,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4705447527, 34.0153167592]}",bytearray(b'\x01\x01\x00\x00\x00\xa8\t\xbdg\x1d\x9e]\xc0\x1f\xecI\xe6\xf5\x01A@')
32588222_ND32588948$1196050E,32588222,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4667689232, 34.012011869]}",bytearray(b'\x01\x01\x00\x00\x00\xb8\xfb\xc2\x8a\xdf\x9d]\xc0iB\xdc\x9a\x89\x01A@')
32587739_1664046E:32587737,32587739,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4677077133, 34.0114692627]}",bytearray(b'\x01\x01\x00\x00\x00x-U\xec\xee\x9d]\xc0U\x1a&\xd3w\x01A@')
147809871_828735E$ND147809871,147809871,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4587335843, 34.0166776117]}","bytearray(b'\x01\x01\x00\x00\x00N\x89\x1b\xe4[\x9d]\xc0\xd7i\xf2}""\x02A@')"
156855558_4611359E:4611359EPH,156855558,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4647344121, 34.0131767032]}",bytearray(b'\x01\x01\x00\x00\x00\xe6Rg5\xbe\x9d]\xc0\x14\xa82\xc6\xaf\x01A@')
COURTLAND$WALGROVE_RCS1127-1$RCS1127-1,-999999,TIE_CABLE,"{'type': 'LineString', 'coordinates': [[-118.4586122142, 34.0174567932], [-118.4585477892, 34.0173781955]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00@b\x0b\xe7Y\x9d]\xc0\x8a\xf11\x06<\x02A@\x18\x91\xd3\xd8X\x9d]\xc0\x02\xab\xder9\x02A@')
4314581E:32587712,-999999,CUTOUT,"{'type': 'LineString', 'coordinates': [[-118.4673915265, 34.0116520231], [-118.4673935552, 34.0115493621]]}","bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xae/&\xbe\xe9\x9d]\xc0\xc8\x12A\xd0}\x01A@~|\xa8\xc6\xe9\x9d]\xc0,A\x12sz\x01A@')"
4426777E:4426777EPH1,-999999,POTHEAD,"{'type': 'Point', 'coordinates': [-118.4591147737, 34.0218717093]}","bytearray(b'\x01\x01\x00\x00\x00\xb9\x89\xee""b\x9d]\xc0X\x132\xb1\xcc\x02A@')"
5304043:GS4483-4,-999999,UG_SWITCH,"{'type': 'LineString', 'coordinates': [[-118.4646883569, 34.0077431555], [-118.4647462318, 34.0077165351]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xeb\xed;t\xbd\x9d]\xc0\xf7\xd1K\xba\xfd\x00A@L\xa1\xfaf\xbe\x9d]\xc0L\xf2\xfc\xda\xfc\x00A@')
32587755_4314581E$1664046E,32587755,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4677077133, 34.0114692627]}",bytearray(b'\x01\x01\x00\x00\x00x-U\xec\xee\x9d]\xc0U\x1a&\xd3w\x01A@')
107795508_900069E$4510161E,107795508,TERMINAL,"{'type': 'Point', 'coordinates': [-118.457450592, 34.0198852744]}",bytearray(b'\x01\x01\x00\x00\x00A\x0b\xd9\xdeF\x9d]\xc0)\x9c\xc5\x99\x8b\x02A@')
185227893_GS1151-4$GS4483-1,185227893,TERMINAL,"{'type': 'Point', 'coordinates': [-118.46479272, 34.0072892505]}",bytearray(b'\x01\x01\x00\x00\x00i\xf4\xf6)\xbf\x9d]\xc0CA\xaa\xda\xee\x00A@')
900072E$900071E,-999999,OH_PRIMARY_CONDUCTOR,"{'type': 'LineString', 'coordinates': [[-118.4578711914, 34.0203834587], [-118.4582781374, 34.0208503205]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xfd5\xf8\xc2M\x9d]\xc0y?\xd8\xec\x9b\x02A@\xb5&\xd3mT\x9d]\xc0NT*9\xab\x02A@')
185234654_CAB_920702E:920702E,185234654,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4653586769, 34.0128171896]}",bytearray(b'\x01\x01\x00\x00\x00\x80\x8c\xc2o\xc8\x9d]\xc0N\x14a\xfe\xa3\x01A@')
293588A8BA48EE34E0637F61810A7CE3,-999999,OH_TRANSFORMER,"{'type': 'Point', 'coordinates': [-118.4634222524, 34.0138431394]}",bytearray(b'\x01\x01\x00\x00\x00\xfc\x92\xce\xb5\xa8\x9d]\xc0\x9d\x7f\xab\x9c\xc5\x01A@')
CAB_5400040:P5400040,-999999,UG_TRANSFORMER_LOCATION,"{'type': 'Polygon', 'coordinates': [[[-118.469159104, 34.0125363844], [-118.4689720791, 34.01265867], [-118.4690726333, 34.012763794], [-118.4692596584, 34.0126415082], [-118.469159104, 34.0125363844]]]}",bytearray(b'\x01\x03\x00\x00\x00\x01\x00\x00\x00\x05\x00\x00\x00>\x13\xe8\xb3\x06\x9e]\xc0\t\x81\xd0\xca\x9a\x01A@/\x9ew\xa3\x03\x9e]\xc0\x97\xd4\x9e\xcc\x9e\x01A@7\xde8I\x05\x9e]\xc0\xc5\xe6v>\xa2\x01A@@\x8a\xa9Y\x08\x9e]\xc0C%\xa8<\x9e\x01A@>\x13\xe8\xb3\x06\x9e]\xc0\t\x81\xd0\xca\x9a\x01A@')
32587892_2033145E$2032830E,32587892,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4584627621, 34.0189409299]}",bytearray(b'\x01\x01\x00\x00\x00\xd0i2tW\x9d]\xc0\xf8<\t\xa8l\x02A@')
32588485s_293588A8BB28EE34E0637F61810A7CE3,32588485s,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4656639127, 34.0125463375]}",bytearray(b'\x01\x01\x00\x00\x00T\xfe\x02p\xcd\x9d]\xc0\xa0\x9fN\x1e\x9b\x01A@')
243240147_ND243240186$PS4939,243240147,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4665908535, 34.012112776]}",bytearray(b'\x01\x01\x00\x00\x00K\x19\xe2\x9f\xdc\x9d]\xc0SdT\xe9\x8c\x01A@')
32587960_900069E:32587957,32587960,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4572113735, 34.0195112733]}","bytearray(b'\x01\x01\x00\x00\x00\xac""~\xf3B\x9d]\xc0\x08]lX\x7f\x02A@')"
2241295E:187932935,-999999,CUTOUT,"{'type': 'LineString', 'coordinates': [[-118.4678718929, 34.014683821], [-118.4677981419, 34.0146012124]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00H\xae\xf3\x9c\xf1\x9d]\xc0\xd7|\xd1(\xe1\x01A@\xc4%\x9eg\xf0\x9d]\xc0\xb7\xde\xd8s\xde\x01A@')
206837089s_293588A3FE9EEE34E0637F61810A7CE3,206837089s,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4588302662, 34.0164973547]}",bytearray(b'\x01\x01\x00\x00\x00\x9d\xef\x9ey]\x9d]\xc0\x19t\xd7\x95\x1c\x02A@')
4611360E:4611360EPH,-999999,POTHEAD,"{'type': 'Point', 'coordinates': [-118.465181037, 34.0129157182]}",bytearray(b'\x01\x01\x00\x00\x00\x99(\xaf\x86\xc5\x9d]\xc0\xfd\xa2\xe58\xa7\x01A@')
CAB_828735E:828735E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.4589018499, 34.016581257]}",bytearray(b'\x01\x01\x00\x00\x00>Y\xdd\xa5^\x9d]\xc0RE\xaaU\x1f\x02A@')
32588558_ND32588933$1759057E,32588558,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4690515623, 34.0120279682]}",bytearray(b'\x01\x01\x00\x00\x00\xd6\r\xd8\xf0\x04\x9e]\xc06\x07\xe9!\x8a\x01A@')
04220$GS4483-2,-999999,UG_PRIMARY_CONDUCTOR,"{'type': 'LineString', 'coordinates': [[-118.4664532836, 34.0070638607], [-118.4658923351, 34.0063400026], [-118.4644045093, 34.007195856], [-118.4643232356, 34.0075403175], [-118.4647194167, 34.0076091251]]}","bytearray(b'\x01\x02\x00\x00\x00\x05\x00\x00\x00 \x8b\xdf^\xda\x9d]\xc0RX\xf5w\xe7\x00A@\x8a\xad\x15.\xd1\x9d]\xc0j\xe9\xcb\xbf\xcf\x00A@\xbd\xe3\xb0\xcd\xb8\x9d]\xc0\xe7\x177\xcb\xeb\x00A@2\xeb\xcdx\xb7\x9d]\xc00\x88\xc4\x14\xf7\x00A@\xbc""\x82\xf6\xbd\x9d]\xc0S\xba\xf7U\xf9\x00A@')"
CAB_2032830E:2032830E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.4588193211, 34.0193416093]}",bytearray(b'\x01\x01\x00\x00\x00o\xb9\xb6K]\x9d]\xc0\xa0\xb2-\xc9y\x02A@')
COURTLAND$WALGROVE_RCS1127-2$RCS1127-2,-999999,TIE_CABLE,"{'type': 'Point', 'coordinates': [-118.4584742203, 34.0174095058]}",bytearray(b'\x01\x01\x00\x00\x00\xd9\x8fA\xa4W\x9d]\xc0x\x06\x85y:\x02A@')
2033144E:32587849,-999999,CUTOUT,"{'type': 'Point', 'coordinates': [-118.4592528128, 34.0197237682]}",bytearray(b'\x01\x01\x00\x00\x00\x9c\xe4\xe8ed\x9d]\xc0\xbb\xaf\xf5N\x86\x02A@')
2241301E:187932906,-999999,CUTOUT,"{'type': 'Point', 'coordinates': [-118.4674904687, 34.0149165883]}",bytearray(b'\x01\x01\x00\x00\x00\x87\x90$]\xeb\x9d]\xc0Lui\xc9\xe8\x01A@')
32DD4909751011A7E0637F61810AFF8B,-999999,OH_TRANSFORMER,"{'type': 'Point', 'coordinates': [-118.4645774683, 34.0100279243]}","bytearray(b'\x01\x01\x00\x00\x00\xa63""\xa3\xbb\x9d]\xc0\'uS\x98H\x01A@')"
32588017_2371599E:2371599E,32588017,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4642838996, 34.0077128573]}","bytearray(b'\x01\x01\x00\x00\x00\xd95\xd1\xd3\xb6\x9d]\xc0]\xee""\xbc\xfc\x00A@')"
32587988_CAB_900073E:900073E,32587988,TERMINAL,"{'type': 'Point', 'coordinates': [-118.457679316, 34.0201633273]}",bytearray(b'\x01\x01\x00\x00\x00\xa4\x91/\x9eJ\x9d]\xc0\x80\xaa?\xb6\x94\x02A@')
CAB_920709E:920709E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.4593716054, 34.0163073211]}",bytearray(b'\x01\x01\x00\x00\x00\xdby)Xf\x9d]\xc0\xaag\xb9[\x16\x02A@')
154374222_915043E$4611363EPH,154374222,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4648930578, 34.0106468092]}",bytearray(b'\x01\x01\x00\x00\x00\xdc\xd8\xcf\xce\xc0\x9d]\xc0\x0e\xa9\xe8\xdf\\\x01A@')
187932903_2241295E$2241301E,187932903,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4674904687, 34.0149165881]}",bytearray(b'\x01\x01\x00\x00\x00\x87\x90$]\xeb\x9d]\xc0Y\x07i\xc9\xe8\x01A@')
282584289_CAB_915041E:915041E,282584289,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4639132932, 34.0092527935]}",bytearray(b'\x01\x01\x00\x00\x00P\x9ea\xc1\xb0\x9d]\xc0U\xbd\x0e2/\x01A@')
32587675_ND32588933$PH691,32587675,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4687588237, 34.0116530758]}",bytearray(b'\x01\x01\x00\x00\x000`\x02%\x00\x9e]\xc0\xba\xba\x15\xd9}\x01A@')
185228029_5304043:GS4483-2,185228029,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4647196901, 34.0076087297]}",bytearray(b'\x01\x01\x00\x00\x00Z\xb2\xa7\xf7\xbd\x9d]\xc0\xe1\x9c\xa6R\xf9\x00A@')
219148085_293588B4C1E0EE34E0637F61810A7CE3,219148085,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4695704125, 34.0142798779]}",bytearray(b'\x01\x01\x00\x00\x00\xd56\x0fq\r\x9e]\xc0#IL\xec\xd3\x01A@')
900069E:32587957,-999999,CUTOUT,"{'type': 'Point', 'coordinates': [-118.4572113735, 34.0195112733]}","bytearray(b'\x01\x01\x00\x00\x00\xac""~\xf3B\x9d]\xc0\x08]lX\x7f\x02A@')"
2241301E:187932906,-999999,CUTOUT,"{'type': 'LineString', 'coordinates': [[-118.4674904687, 34.0149165883], [-118.4674167175, 34.0148339797]]}","bytearray(b""\x01\x02\x00\x00\x00\x02\x00\x00\x00\x87\x90$]\xeb\x9d]\xc0Lui\xc9\xe8\x01A@\t\xd1\xce\'\xea\x9d]\xc0,\xd7p\x14\xe6\x01A@"")"
CAB_900073E:900073E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.457679316, 34.0201633271]}",bytearray(b'\x01\x01\x00\x00\x00\xa4\x91/\x9eJ\x9d]\xc0\x8d<?\xb6\x94\x02A@')
2255566E:2255566E,-999999,POTHEAD,"{'type': 'Point', 'coordinates': [-118.4590567282, 34.0171111789]}",bytearray(b'\x01\x01\x00\x00\x00-\xa8x/a\x9d]\xc0\xc1\xe2\xf8\xb20\x02A@')
ND32588971$915050E,-999999,OH_PRIMARY_CONDUCTOR,"{'type': 'LineString', 'coordinates': [[-118.4664744181, 34.0121818367], [-118.466250917, 34.0123105756]]}","bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00@\x8a\x84\xb7\xda\x9d]\xc0\xa9\x1d\xa7,\x8f\x01A@\xae\x0f\x16\x0e\xd7\x9d]\xc0h\xcc\x97d\x93\x01A@')"
900069E:32587957,-999999,CUTOUT,"{'type': 'Point', 'coordinates': [-118.4572093315, 34.0196139334]}",bytearray(b'\x01\x01\x00\x00\x00\xfc\x8d\xed\xeaB\x9d]\xc0\xdd?\x99\xb5\x82\x02A@')
CAB_1664046E:1664046E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.4677077133, 34.0114692627]}",bytearray(b'\x01\x01\x00\x00\x00x-U\xec\xee\x9d]\xc0U\x1a&\xd3w\x01A@')
56208196_ND32588926$RCS1127-3,56208196,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4584748753, 34.01753355]}",bytearray(b'\x01\x01\x00\x00\x00\xe0\xdc\x00\xa7W\x9d]\xc0\x99\xea\x13\x8a>\x02A@')
5304003:RCS1127-3,-999999,UG_SWITCH,"{'type': 'LineString', 'coordinates': [[-118.4584748756, 34.0175335497], [-118.4585825783, 34.0176135555]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00W/\x01\xa7W\x9d]\xc0\xabE\x13\x8a>\x02A@\x16\x14\xbejY\x9d]\xc0]k6)A\x02A@')
CAB_4314581E:4314581E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.4673915265, 34.0116520231]}",bytearray(b'\x01\x01\x00\x00\x00\xae/&\xbe\xe9\x9d]\xc0\xc8\x12A\xd0}\x01A@')
185227858_5304043:GS1151-4,185227858,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4649146944, 34.0073085091]}",bytearray(b'\x01\x01\x00\x00\x00.\xf8\x8f)\xc1\x9d]\xc0\x94\xc87|\xef\x00A@')
153098401_788530E$821701E,153098401,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4644631199, 34.013341715]}",bytearray(b'\x01\x01\x00\x00\x00\xcb\x8a\x85\xc3\xb9\x9d]\xc0}\xccj.\xb5\x01A@')
32587823_293588A8BA49EE34E0637F61810A7CE3,32587823,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4593736447, 34.0162046607]}",bytearray(b'\x01\x01\x00\x00\x00_(\xb7`f\x9d]\xc0\xe8\xdf\x8b\xfe\x12\x02A@')
4403035E:4403035E,-999999,POTHEAD,"{'type': 'LineString', 'coordinates': [[-118.4691793745, 34.0121525554], [-118.4692843559, 34.0122602327]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xdb[\xed\x08\x07\x9e]\xc0\xbf\x00\x067\x8e\x01A@[G@\xc1\x08\x9e]\xc0r>I\xbe\x91\x01A@')
32588769_900070E:PS0195,32588769,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4571056334, 34.0194977698]}",bytearray(b'\x01\x01\x00\x00\x00N\x91\xfc7A\x9d]\xc0f\xd1%\xe7~\x02A@')
293588A8BB22EE34E0637F61810A7CE3,-999999,OH_TRANSFORMER,"{'type': 'Point', 'coordinates': [-118.4580707041, 34.0180915804]}",bytearray(b'\x01\x01\x00\x00\x00_W\xc9\x07Q\x9d]\xc0R\x13-\xd3P\x02A@')
32588558_ND32588933$1759057E,32588558,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4690515623, 34.0120279682]}",bytearray(b'\x01\x01\x00\x00\x00\xd6\r\xd8\xf0\x04\x9e]\xc06\x07\xe9!\x8a\x01A@')
X16066E:X16066EPH,-999999,POTHEAD,"{'type': 'Point', 'coordinates': [-118.4690163523, 34.0146197809]}",bytearray(b'\x01\x01\x00\x00\x00\xbc\x9a)]\x04\x9e]\xc0\x8bk\x9c\x0f\xdf\x01A@')
32588470_4403035E:4403035E,32588470,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4691793745, 34.0121525554]}",bytearray(b'\x01\x01\x00\x00\x00\xdb[\xed\x08\x07\x9e]\xc0\xbf\x00\x067\x8e\x01A@')
32587931_293588A8BB23EE34E0637F61810A7CE3,32587931,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4567882685, 34.019021104]}",bytearray(b'\x01\x01\x00\x00\x00\xdb\x99\xdc\x04<\x9d]\xc0\x91\xce\x95Ho\x02A@')
920707E:206837133,-999999,CUTOUT,"{'type': 'LineString', 'coordinates': [[-118.4602270593, 34.0158084465], [-118.4601554748, 34.0157245449]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00`\x1b2\\t\x9d]\xc0\xea[\xdc\x02\x06\x02A@\xd9\xd5\xf2/s\x9d]\xc0\x85\x0b\x0bC\x03\x02A@')
ND32588971$915050E,-999999,OH_PRIMARY_CONDUCTOR,"{'type': 'LineString', 'coordinates': [[-118.4664744181, 34.0121818367], [-118.466250917, 34.0123105756]]}","bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00@\x8a\x84\xb7\xda\x9d]\xc0\xa9\x1d\xa7,\x8f\x01A@\xae\x0f\x16\x0e\xd7\x9d]\xc0h\xcc\x97d\x93\x01A@')"
32588016_2371599E:2371599E,32588016,TERMINAL,"{'type': 'Point', 'coordinates': [-118.46424901, 34.0078484806]}",bytearray(b'\x01\x01\x00\x00\x00\xa0\xc9zA\xb6\x9d]\xc0\n\xc0\xd3-\x01\x01A@')
32587740_293588A8BA47EE34E0637F61810A7CE3,32587740,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4677097414, 34.0113666018]}",bytearray(b'\x01\x01\x00\x00\x00Z\xd5\xd6\xf4\xee\x9d]\xc0\xb3\x7f\xf7ut\x01A@')
