REGION_NAME,SYSTEM_ID,SYSTEM_NAME,ABANK_MRID,SBTRN_SUB_KEY,SBTRN_SUB_SECTION_NAME,SBTRN_SUB_ALIASNAME,SBTRN_SUB_TYPE,SBTRN_SUB_KEY,SUB_KEY,SUB_ID,SUB_NUM,SUB_NAME,SUB_LATITUDE,SUB_LONGITUDE,SUB_TYPE,SUB_PARENT_KEY,CIRCUIT_KEY,CIRCUIT_NAME,CIRCUIT_KV
SAN JOAQUIN,28,RECTOR,B1C74AB01D6BD8C0E053A040810A12E1,ABK_305_5033,,RECTOR,A-BANK,ABK_305_5033,SUB_1289_7063,1289,7063,BIGFOOT P.T.,36.60088395,-118.7385611,D -- DISTRIBUTION,SUB_609_5350,CKT_3976_01626,BIGFOOT,4
DESERT,43,DEVERS,B1C74AB01D7BD8C0E053A040810A12E1,ABK_340_5067,,DEVERS,A-BANK,ABK_340_5067,SUB_1647_8124,1647,8124,PALM SPRINGS 'B'_SEC_B,33.825146,-116.546521,D -- DISTRIBUTION,SUB_1613_8044,CKT_832_00292,ALEJO,4
RURALS,64,INYO SCE,B1C74AB01D49D8C0E053A040810A12E1,ABK_1615_8015,,INYO SCE,A-BANK,ABK_1615_8015,SUB_1927_1161,1927,1161,THUMSGEN,33.76817063,-118.2145136,X -- CO-GENERATION,,CKT_14959_21092,THUMSGEN 1,12
METRO WEST,25,LA FRESA,B1C74AB01D68D8C0E053A040810A12E1,ABK_300_5021,SEC_B,LA FRESA,A-BANK,ABK_300_5021,SUB_1470_7528,1470,7528,MONACO U.G.S.,33.7583409,-118.395325,D -- DISTRIBUTION,SUB_547_5275,CKT_2111_12081,MONACO,4
ORANGE,52,BARRE,B1C83FDA0C2895B9E053A140810ACB23,ABK_366_5081,SEC_AB,BARRE,A-BANK,ABK_366_5081,SUB_363_5081,363,5081,BARRE,33.809354,-117.982415,T -- TRANSMISSION,,CKT_2442_02727,CALLA,12
SAN JACINTO VALLEY,46,VALLEY,B1C83FDA0C2395B9E053A140810ACB23,ABK_350_5070,SEC_G,VALLEY,A-BANK,ABK_350_5070,SUB_1887_8078,1887,8078,SUN CITY,33.687501,-117.145953,S -- SUB-TRANSMISSION,,CKT_5049_14185,PLASMA,12
METRO EAST,45,MIRA LOMA,B1C74AB01D7CD8C0E053A040810A12E1,ABK_343_5069,,MIRA LOMA,A-BANK,ABK_343_5069,SUB_1669_8159,1669,8159,EL SOBRANTE,33.858772,-117.440633,D -- DISTRIBUTION,SUB_1783_8279,CKT_3382_11427,MC ALLISTER,12
METRO WEST,25,LA FRESA,B1C74AB01D67D8C0E053A040810A12E1,ABK_298_5021,SEC_A,LA FRESA,A-BANK,ABK_298_5021,SUB_497_5229,497,5229,MOBILOIL,33.8573,-118.332547,C -- CUSTOMER,,CKT_1778_16589,SNOVER,12
SAN JOAQUIN,28,RECTOR,B1C74AB01D6BD8C0E053A040810A12E1,ABK_305_5033,,RECTOR,A-BANK,ABK_305_5033,SUB_1903_5374,1903,5374,RIVERWAY,36.357494,-119.312868,S -- SUB-TRANSMISSION,,CKT_4394_15122,RIO GRANDE,12
SAN JOAQUIN,29,SPRINGVILLE,B1C83FDA093395B9E053A140810ACB23,ABK_306_5034,,SPRINGVILLE,A-BANK,ABK_306_5034,SUB_582_5323,582,5323,PORTERVILLE,36.067252,-119.034706,S -- SUB-TRANSMISSION,,CKT_2406_03670,CLINE,4
ORANGE,53,VILLA PARK,B1C74AB01D85D8C0E053A040810A12E1,ABK_368_5082,,VILLA PARK,A-BANK,ABK_368_5082,SUB_918_5804,918,5804,ATWOOD,33.880292,-117.832056,S -- SUB-TRANSMISSION,,CKT_3293_11183,MARDA,12
DESERT,3,SAN BERNARDINO,B1C74AB01D47D8C0E053A040810A12E1,ABK_142_8076,,SAN BERNARDINO,A-BANK,ABK_142_8076,SUB_768_5636,768,5636,YUCAIPA,34.010592,-117.051443,S -- SUB-TRANSMISSION,,CKT_2560_02480,BURNS,12
METRO EAST,21,RIO HONDO,B1C83FDA093795B9E053A140810ACB23,ABK_287_5013,,RIO HONDO,A-BANK,ABK_287_5013,SUB_453_5185,453,5185,CITRUS,34.119016,-117.872059,S -- SUB-TRANSMISSION,,CKT_3217_11048,MANDARIN,12
NORTH COAST,34,ANTELOPE,B1C74AB01D72D8C0E053A040810A12E1,ABK_317_5052,,ANTELOPE,A-BANK,ABK_317_5052,SUB_681_5548,681,5548,OASIS,34.647013,-118.095025,D -- DISTRIBUTION,,CKT_2950_10800,LUPINE,12
METRO WEST,25,LA FRESA,B1C74AB01D67D8C0E053A040810A12E1,ABK_298_5021,SEC_A,LA FRESA,A-BANK,ABK_298_5021,SUB_519_5246,519,5246,DITMAR,33.87213,-118.377868,S -- SUB-TRANSMISSION,,CKT_1357_18578,VALVE,16
METRO EAST,45,MIRA LOMA,B1C74AB01D7CD8C0E053A040810A12E1,ABK_343_5069,,MIRA LOMA,A-BANK,ABK_343_5069,SUB_1784_8279,1784,8279,CORONA,33.884287,-117.57202,S -- SUB-TRANSMISSION,SUB_1783_8279,CKT_3710_09358,JOY,4
ORANGE,53,VILLA PARK,B1C74AB01D85D8C0E053A040810A12E1,ABK_368_5082,,VILLA PARK,A-BANK,ABK_368_5082,SUB_968_5856,968,5856,WASHINGTON,33.756047,-117.859514,S -- SUB-TRANSMISSION,,CKT_1026_18013,TOUCHDOWN,12
METRO WEST,47,HINSON,B1C74AB01D80D8C0E053A040810A12E1,ABK_351_5071,,HINSON,A-BANK,ABK_351_5071,SUB_842_5721,842,5721,DIKE,33.761983,-118.22271,T -- TRANSMISSION,,CKT_4294_07850,HALE,12
METRO EAST,20,MESA,B1C74AB01D64D8C0E053A040810A12E1,ABK_284_5012,,MESA,A-BANK,ABK_284_5012,SUB_447_5179,447,5179,RAVENDALE,34.121662,-118.081178,S -- SUB-TRANSMISSION,,CKT_3161_09324,JOSARD,16
ORANGE,54,VIEJO,B1C83FDA099995B9E053A140810ACB23,ABK_1014_5083,,VIEJO,A-BANK,ABK_1014_5083,SUB_1023_5811,1023,5811,CHIQUITA,33.629346,-117.631615,S -- SUB-TRANSMISSION,,CKT_1315_16009,SCOTCH,12
METRO WEST,26,EL NIDO,B1C74AB01D69D8C0E053A040810A12E1,ABK_301_5023,,EL NIDO,A-BANK,ABK_301_5023,SUB_471_5207,471,5207,SEPULVEDA,33.919155,-118.396947,S -- SUB-TRANSMISSION,,CKT_2459_02540,BUTANE,16
DESERT,1,ETIWANDA,B1C74AB01D45D8C0E053A040810A12E1,ABK_111_5096,SEC_A,ETIWANDA,A-BANK,ABK_111_5096,SUB_1882_8191,1882,8191,FALCON RIDGE,34.155654,-117.432459,S -- SUB-TRANSMISSION,,CKT_4970_03427,CHEVELLE,12
DESERT,3,SAN BERNARDINO,B1C74AB01D47D8C0E053A040810A12E1,ABK_142_8076,,SAN BERNARDINO,A-BANK,ABK_142_8076,SUB_769_5637,769,5637,TIPPECANOE,34.121023,-117.258368,D -- DISTRIBUTION,SUB_736_5608,CKT_2009_01190,BARTON,4
METRO EAST,32,PADUA,B1C83FDA0A9995B9E053A140810ACB23,ABK_314_5060,,PADUA,A-BANK,ABK_314_5060,SUB_764_5633,764,5633,SAN DIMAS,34.117136,-117.807888,S -- SUB-TRANSMISSION,,CKT_1862_00884,AVENIDA,12
ORANGE,52,BARRE,B1C83FDA0C2895B9E053A140810ACB23,ABK_366_5081,SEC_AB,BARRE,A-BANK,ABK_366_5081,SUB_987_5873,987,5873,LA PALMA,33.846422,-117.980081,S -- SUB-TRANSMISSION,,CKT_52_14260,POCKET,12
NORTH COAST,36,GOLETA,B1C74AB01D74D8C0E053A040810A12E1,ABK_321_5055,,GOLETA,A-BANK,ABK_321_5055,SUB_659_5524,659,5524,MONTECITO,34.432551,-119.633505,D -- DISTRIBUTION,SUB_666_5531,CKT_1130_18122,TREMAINE,4
RURALS,80,VALLEY ELECTRIC,B1C74AB01D4FD8C0E053A040810A12E1,ABK_2026_4051,,AMARGOSA,A-BANK,ABK_2026_4051,SUB_233_tmp15,233,tmp15,STATELINE,,,F -- FOREIGN UTILITY,,CKT_1873_08945,AMARGOSA,33
METRO WEST,48,LIGHTHIPE,B1C74AB01D82D8C0E053A040810A12E1,ABK_357_5073,SEC_DEF,LIGHTHIPE,A-BANK,ABK_357_5073,SUB_848_5727,848,5727,ATHENS,33.916442,-118.238428,D -- DISTRIBUTION,SUB_868_5749,CKT_1882_00590,ANTWERP,4
DESERT,43,DEVERS,B1C74AB01D7BD8C0E053A040810A12E1,ABK_340_5067,,DEVERS,A-BANK,ABK_340_5067,SUB_1805_8171,1805,8171,COFFEE,33.932589,-116.50521,D -- DISTRIBUTION,SUB_1613_8044,CKT_3426_08454,HILLS,12
METRO EAST,21,RIO HONDO,B1C83FDA093795B9E053A140810ACB23,ABK_287_5013,,RIO HONDO,A-BANK,ABK_287_5013,SUB_440_5171,440,5171,BRADBURY,34.133704,-117.987017,S -- SUB-TRANSMISSION,,CKT_3107_04830,DELFORD,16
SAN JOAQUIN,30,VESTAL,B1C74AB01D6CD8C0E053A040810A12E1,ABK_308_5035,,VESTAL,A-BANK,ABK_308_5035,SUB_607_5348,607,5348,WHEATLAND,35.910765,-119.144322,S -- SUB-TRANSMISSION,,CKT_2597_07445,GOPHER,12
METRO EAST,22,WALNUT,B1C83FDA0B6095B9E053A140810ACB23,ABK_290_5014,,WALNUT,A-BANK,ABK_290_5014,SUB_454_5186,454,5186,CORTEZ,34.092491,-117.879562,S -- SUB-TRANSMISSION,,CKT_3223_11818,MICHELLE,12
METRO EAST,45,MIRA LOMA,B1C74AB01D7CD8C0E053A040810A12E1,ABK_343_5069,,MIRA LOMA,A-BANK,ABK_343_5069,SUB_756_5626,756,5626,PEDLEY,33.958692,-117.522521,S -- SUB-TRANSMISSION,,CKT_1909_00720,ARLINGTON,12
METRO WEST,55,CENTER,B1C74AB01D86D8C0E053A040810A12E1,ABK_369_5084,SEC_B,CENTER,A-BANK,ABK_369_5084,SUB_936_5823,936,5823,GALLATIN,33.961516,-118.111334,S -- SUB-TRANSMISSION,,CKT_4005_07090,GASPAR,12
DESERT,3,SAN BERNARDINO,B1C74AB01D47D8C0E053A040810A12E1,ABK_142_8076,,SAN BERNARDINO,A-BANK,ABK_142_8076,SUB_749_5619,749,5619,HIGHLAND,34.107812,-117.186505,S -- SUB-TRANSMISSION,,CKT_2425_07390,GOLDBUCKLE,12
NORTH COAST,37,MOORPARK,B1C83FDA0C1E95B9E053A140810ACB23,ABK_325_5056,SEC_C,MOORPARK,A-BANK,ABK_325_5056,SUB_725_5597,725,5597,POTRERO,34.161623,-118.834787,S -- SUB-TRANSMISSION,,CKT_212_14383,PRADO,16
NORTH COAST,34,ANTELOPE,B1C74AB01D72D8C0E053A040810A12E1,ABK_317_5052,,ANTELOPE,A-BANK,ABK_317_5052,SUB_678_5545,678,5545,PIUTE,34.690674,-117.969321,D -- DISTRIBUTION,,CKT_2164_12400,MUSEUM,12
METRO EAST,45,MIRA LOMA,B1C74AB01D7CD8C0E053A040810A12E1,ABK_343_5069,,MIRA LOMA,A-BANK,ABK_343_5069,SUB_789_5659,789,5659,ARCHIBALD,33.997728,-117.592729,S -- SUB-TRANSMISSION,,CKT_3432_08519,HOFER,12
RURALS,66,VICTOR,B1C74AB01D4BD8C0E053A040810A12E1,ABK_1622_8049,,VICTOR,A-BANK,ABK_1622_8049,SUB_1773_5461,1773,5461,WRIGHTWOOD,34.358474,-117.624143,S -- SUB-TRANSMISSION,SUB_1772_5461,CKT_4023_10119,LARK,2
DESERT,43,DEVERS,B1C74AB01D7BD8C0E053A040810A12E1,ABK_340_5067,,DEVERS,A-BANK,ABK_340_5067,SUB_1807_8016,1807,8016,FARRELL,33.846034,-116.505212,S -- SUB-TRANSMISSION,,CKT_3931_06988,GARBO,12
DESERT,41,VISTA,B1C74AB01D78D8C0E053A040810A12E1,ABK_334_5064,,VISTA 115,A-BANK,ABK_334_5064,SUB_1734_8231,1734,8231,RUBIDOUX,33.999017,-117.415961,D -- DISTRIBUTION,SUB_1610_8042,CKT_3787_06497,FLABOB,12
METRO WEST,56,DEL AMO,B1C74AB01D50D8C0E053A040810A12E1,ABK_2034_5075,SEC_A,DEL AMO,A-BANK,ABK_2034_5075,SUB_874_5754,874,5754,SOMERSET,33.874266,-118.142862,S -- SUB-TRANSMISSION,,CKT_4000_04250,COYOTE,12
DESERT,51,EL CASCO,B1C74AB01D4CD8C0E053A040810A12E1,ABK_1860_8006,,EL CASCO,A-BANK,ABK_1860_8006,SUB_1781_8026,1781,8026,BANNING,33.922252,-116.873011,S -- SUB-TRANSMISSION,,CKT_1972_17119,CITY OF BANNING #2,33
NORTH COAST,33,SAUGUS,B1C74AB01D4ED8C0E053A040810A12E1,ABK_316_5051,,SAUGUS,A-BANK,ABK_316_5051,SUB_315_5051,315,5051,SAUGUS,34.421961,-118.575353,T -- TRANSMISSION,,CKT_3145_01557,BERMITE,16
METRO WEST,56,DEL AMO,B1C83FDA0C2195B9E053A140810ACB23,ABK_2035_5075,SEC_C,DEL AMO,A-BANK,ABK_2035_5075,SUB_926_5814,926,5814,CARMENITA,33.903163,-118.047425,S -- SUB-TRANSMISSION,,CKT_239_16880,STAGE,12
METRO WEST,48,LIGHTHIPE,B1C74AB01D82D8C0E053A040810A12E1,ABK_357_5073,SEC_DEF,LIGHTHIPE,A-BANK,ABK_357_5073,SUB_1422_7411,1422,7411,JAY P.T.,33.86634,-118.2012,D -- DISTRIBUTION,SUB_877_5756,CKT_3686_09187,JAY,4
ORANGE,52,BARRE,B1C83FDA0C2895B9E053A140810ACB23,ABK_366_5081,SEC_AB,BARRE,A-BANK,ABK_366_5081,SUB_935_5822,935,5822,FULLERTON,33.868107,-117.921631,S -- SUB-TRANSMISSION,,CKT_769_15020,RICHMAN,4
METRO WEST,48,LIGHTHIPE,B1C74AB01D81D8C0E053A040810A12E1,ABK_356_5073,SEC_AB,LIGHTHIPE,A-BANK,ABK_356_5073,SUB_823_5701,823,5701,ALON,33.83482,-118.247438,S -- SUB-TRANSMISSION,,CKT_1690_19135,WEISER,12
ORANGE,58,OLINDA,B1C74AB01D88D8C0E053A040810A12E1,ABK_378_5087,,OLINDA,A-BANK,ABK_378_5087,SUB_928_5816,928,5816,PARKWOOD,33.915423,-117.963871,S -- SUB-TRANSMISSION,,CKT_4224_07756,GUM,12
METRO WEST,55,CENTER,B1C74AB01D86D8C0E053A040810A12E1,ABK_369_5084,SEC_B,CENTER,A-BANK,ABK_369_5084,SUB_963_5850,963,5850,SANTA FE SPRINGS,33.947927,-118.058527,S -- SUB-TRANSMISSION,,CKT_3858_06830,FRIENDS,12
NORTH COAST,33,SAUGUS,B1C74AB01D4ED8C0E053A040810A12E1,ABK_316_5051,,SAUGUS,A-BANK,ABK_316_5051,SUB_708_5576,708,5576,NEWHALL,34.379143,-118.559203,S -- SUB-TRANSMISSION,,CKT_2194_12564,NEARGATE,16
DESERT,63,MIRAGE,B1C74AB01D48D8C0E053A040810A12E1,ABK_1611_8012,,MIRAGE,A-BANK,ABK_1611_8012,SUB_1741_8238,1741,8238,SILVER SPUR,33.699361,-116.386127,D -- DISTRIBUTION,SUB_1797_8036,CKT_3536_03009,CARRIAGE,12
SAN JACINTO VALLEY,46,VALLEY,B1C83FDA0C2295B9E053A140810ACB23,ABK_349_5070,SEC_ABC,VALLEY,A-BANK,ABK_349_5070,SUB_1700_8193,1700,8193,MORENO,33.947055,-117.172473,S -- SUB-TRANSMISSION,,CKT_3774_03686,CLOVE,12
METRO WEST,25,LA FRESA,B1C74AB01D67D8C0E053A040810A12E1,ABK_298_5021,SEC_A,LA FRESA,A-BANK,ABK_298_5021,SUB_497_5229,497,5229,MOBILOIL,33.8573,-118.332547,C -- CUSTOMER,,CKT_2738_09783,KIRKPATRICK,12
RURALS,66,VICTOR,B1C74AB01D4BD8C0E053A040810A12E1,ABK_1622_8049,,VICTOR,A-BANK,ABK_1622_8049,SUB_1804_8087,1804,8087,HESPERIA,34.412744,-117.289797,D -- DISTRIBUTION,,CKT_3360_08343,HERCULES,12
METRO EAST,23,GOULD,B1C74AB01D65D8C0E053A040810A12E1,ABK_292_5015,,GOULD,A-BANK,ABK_292_5015,SUB_427_5158,427,5158,ARROYO,34.199932,-118.170624,D -- DISTRIBUTION,,CKT_5331_14726,RAVINE,16
DESERT,41,VISTA,B1C74AB01D78D8C0E053A040810A12E1,ABK_334_5064,,VISTA 115,A-BANK,ABK_334_5064,SUB_1690_8019,1690,8019,MAXWELL,33.947209,-117.243282,S -- SUB-TRANSMISSION,,CKT_8831_19801,ZANTAR,12
ORANGE,24,JOHANNA,B3C018FE52F0775BE053A040810A3360,ABK_2231_5085,SEC_A,JOHANNA,A-BANK,ABK_2231_5085,SUB_294_5085,294,5085,JOHANNA,33.713589,-117.851731,T -- TRANSMISSION,,CKT_4423_17698,TETRIS,12
NORTH COAST,37,MOORPARK,B1C83FDA0C1D95B9E053A140810ACB23,ABK_324_5056,SEC_A,MOORPARK,A-BANK,ABK_324_5056,SUB_690_5557,690,5557,NEWBURY,34.195994,-118.930935,S -- SUB-TRANSMISSION,,CKT_3009_01972,BORCHARD,16
METRO WEST,26,EL NIDO,B1C74AB01D69D8C0E053A040810A12E1,ABK_301_5023,,EL NIDO,A-BANK,ABK_301_5023,SUB_302_5023,302,5023,EL NIDO,33.896033,-118.372908,T -- TRANSMISSION,,CKT_1707_19230,WHALE,16
DESERT,51,EL CASCO,B1C74AB01D4CD8C0E053A040810A12E1,ABK_1860_8006,,EL CASCO,A-BANK,ABK_1860_8006,SUB_733_5605,733,5605,BEAUMONT,33.93378,-116.983607,D -- DISTRIBUTION,SUB_1810_8096,CKT_264_17020,STEWART,4
METRO WEST,2,ALAMITOS,B1C74AB01D46D8C0E053A040810A12E1,ABK_119_5025,,ALAMITOS,A-BANK,ABK_119_5025,SUB_860_5740,860,5740,NAPLES,33.768253,-118.132652,D -- DISTRIBUTION,SUB_912_5796,CKT_930_17950,TOLEDO,4
SAN JOAQUIN,28,RECTOR,B1C74AB01D6BD8C0E053A040810A12E1,ABK_305_5033,,RECTOR,A-BANK,ABK_305_5033,SUB_599_5337,599,5337,OAK GROVE,36.341622,-119.36727,S -- SUB-TRANSMISSION,,CKT_2545_04735,DE CAMP,12
NORTH COAST,79,WINDHUB,B1C74AB01D56D8C0E053A040810A12E1,ABK_2096_5079,,WINDHUB,A-BANK,ABK_2096_5079,SUB_570_5311,570,5311,HAVILAH,35.483925,-118.527652,S -- SUB-TRANSMISSION,,CKT_2297_06585,FLYING D,12
NORTH COAST,34,ANTELOPE,B1C74AB01D72D8C0E053A040810A12E1,ABK_317_5052,,ANTELOPE,A-BANK,ABK_317_5052,SUB_676_5541,676,5541,ROSAMOND,34.864352,-118.237464,D -- DISTRIBUTION,,CKT_2940_02560,BUTTE,12
SAN JOAQUIN,4,BIG CREEK,B1C74AB01D5AD8C0E053A040810A12E1,ABK_144_2211,,BIG CREEK 1,A-BANK,ABK_144_2211,SUB_620_2260,620,2260,TIMBERWINE,37.136045,-119.260973,D -- DISTRIBUTION,SUB_551_2211,CKT_736_00038,ACCESS,12
DESERT,43,DEVERS,B1C74AB01D7BD8C0E053A040810A12E1,ABK_340_5067,,DEVERS,A-BANK,ABK_340_5067,SUB_1788_8029,1788,8029,HI DESERT,34.13637,-116.180728,S -- SUB-TRANSMISSION,SUB_1789_8029,CKT_3454_11625,MELODY,25
SAN JOAQUIN,30,VESTAL,B1C74AB01D6CD8C0E053A040810A12E1,ABK_308_5035,,VESTAL,A-BANK,ABK_308_5035,SUB_586_5326,586,5326,TERRA BELLA,35.963869,-119.018481,S -- SUB-TRANSMISSION,,CKT_1663_16490,SKINKLE,12
DESERT,43,DEVERS,B1C74AB01D7BD8C0E053A040810A12E1,ABK_340_5067,,DEVERS,A-BANK,ABK_340_5067,SUB_1814_8098,1814,8098,EISENHOWER,33.807915,-116.49428,S -- SUB-TRANSMISSION,,CKT_1447_18634,VELLA,33
METRO WEST,47,HINSON,B1C74AB01D80D8C0E053A040810A12E1,ABK_351_5071,,HINSON,A-BANK,ABK_351_5071,SUB_832_5797,832,5797,CHERRY,33.778653,-118.183189,S -- SUB-TRANSMISSION,,CKT_478_00112,AFTON,12
METRO EAST,20,MESA,B1C74AB01D64D8C0E053A040810A12E1,ABK_284_5012,,MESA,A-BANK,ABK_284_5012,SUB_412_5136,412,5136,NEWMARK,34.045543,-118.129236,S -- SUB-TRANSMISSION,,CKT_740_00043,ACKLEY,4
METRO WEST,55,CENTER,B1C74AB01D86D8C0E053A040810A12E1,ABK_369_5084,SEC_B,CENTER,A-BANK,ABK_369_5084,SUB_895_5772,895,5772,IMPERIAL,33.91209,-118.148012,S -- SUB-TRANSMISSION,,CKT_3936_07014,GARDENDALE,4
METRO EAST,32,PADUA,B1C83FDA0A9995B9E053A140810ACB23,ABK_314_5060,,PADUA,A-BANK,ABK_314_5060,SUB_777_5645,777,5645,LAYFAIR,34.089751,-117.769541,S -- SUB-TRANSMISSION,,CKT_3400_02745,CAL POLY,12
METRO WEST,55,CENTER,B1C74AB01D86D8C0E053A040810A12E1,ABK_369_5084,SEC_B,CENTER,A-BANK,ABK_369_5084,SUB_936_5823,936,5823,GALLATIN,33.961516,-118.111334,S -- SUB-TRANSMISSION,,CKT_3715_03490,CHURCH,12
SAN JOAQUIN,28,RECTOR,B1C74AB01D6BD8C0E053A040810A12E1,ABK_305_5033,,RECTOR,A-BANK,ABK_305_5033,SUB_579_5320,579,5320,OCTOL,36.12379,-119.394379,S -- SUB-TRANSMISSION,,CKT_1218_15890,SARGENT,12
RURALS,65,KRAMER,B1C74AB01D4AD8C0E053A040810A12E1,ABK_1618_5042,,KRAMER,A-BANK,ABK_1618_5042,SUB_1787_8283,1787,8283,GALE,34.859002,-116.866424,D -- DISTRIBUTION,,CKT_2002_01096,BAROID,33
METRO WEST,27,LA CIENEGA,B1C74AB01D6AD8C0E053A040810A12E1,ABK_303_5024,,LA CIENEGA,A-BANK,ABK_303_5024,SUB_462_5201,462,5201,BEVERLY A,34.073192,-118.39702,S -- SUB-TRANSMISSION,,CKT_2334_02426,BUNNY,16
DESERT,63,MIRAGE,B1C74AB01D48D8C0E053A040810A12E1,ABK_1611_8012,,MIRAGE,A-BANK,ABK_1611_8012,SUB_1624_8099,1624,8099,TAMARISK,33.791911,-116.449938,S -- SUB-TRANSMISSION,,CKT_14492_14715,RAUL,12
RURALS,66,VICTOR,B1C74AB01D4BD8C0E053A040810A12E1,ABK_1622_8049,,VICTOR,A-BANK,ABK_1622_8049,SUB_1804_8087,1804,8087,HESPERIA,34.412744,-117.289797,D -- DISTRIBUTION,,CKT_3682_06287,FARGO,12
METRO WEST,27,LA CIENEGA,B1C74AB01D6AD8C0E053A040810A12E1,ABK_303_5024,,LA CIENEGA,A-BANK,ABK_303_5024,SUB_495_5221,495,5221,OCEAN PARK 'B'_SEC_B,33.998018,-118.479184,D -- DISTRIBUTION,SUB_485_5217,CKT_963_12870,NORTHSIDE,4
NORTH COAST,37,MOORPARK,B1C83FDA0C1D95B9E053A140810ACB23,ABK_324_5056,SEC_A,MOORPARK,A-BANK,ABK_324_5056,SUB_322_5056,322,5056,MOORPARK,34.280604,-118.903081,S -- SUB-TRANSMISSION,,CKT_468_01344,ANTON,16
METRO EAST,45,MIRA LOMA,B1C74AB01D7CD8C0E053A040810A12E1,ABK_343_5069,,MIRA LOMA,A-BANK,ABK_343_5069,SUB_756_5626,756,5626,PEDLEY,33.958692,-117.522521,S -- SUB-TRANSMISSION,,CKT_384_14565,QUARRY,12
NORTH COAST,33,SAUGUS,B1C74AB01D4ED8C0E053A040810A12E1,ABK_316_5051,,SAUGUS,A-BANK,ABK_316_5051,SUB_1253_5260,1253,5260,COLOSSUS,34.431028,-118.598806,T -- TRANSMISSION,,CKT_755_21046,REVOLUTION,16
METRO WEST,47,HINSON,B1C74AB01D80D8C0E053A040810A12E1,ABK_351_5071,,HINSON,A-BANK,ABK_351_5071,SUB_9084_0203,9084,203,THUMSGEN,33.768844,-118.21271,X -- CO-GENERATION,,CKT_14959_21092,THUMSGEN 1,12
DESERT,63,MIRAGE,B1C74AB01D48D8C0E053A040810A12E1,ABK_1611_8012,,MIRAGE,A-BANK,ABK_1611_8012,SUB_1624_8099,1624,8099,TAMARISK,33.791911,-116.449938,S -- SUB-TRANSMISSION,,CKT_319_11918,MIMOSA,12
DESERT,3,SAN BERNARDINO,B1C74AB01D47D8C0E053A040810A12E1,ABK_142_8076,,SAN BERNARDINO,A-BANK,ABK_142_8076,SUB_760_5629,760,5629,REDLANDS,34.060221,-117.176613,S -- SUB-TRANSMISSION,,CKT_2624_02300,BROOKSIDE,4
NORTH COAST,33,SAUGUS,B1C74AB01D4ED8C0E053A040810A12E1,ABK_316_5051,,SAUGUS,A-BANK,ABK_316_5051,SUB_693_5560,693,5560,SOLEMINT,34.451856,-118.422568,S -- SUB-TRANSMISSION,,CKT_1908_00705,ARLENE,16
SAN JACINTO VALLEY,46,VALLEY,B1C83FDA0C2295B9E053A140810ACB23,ABK_349_5070,SEC_ABC,VALLEY,A-BANK,ABK_349_5070,SUB_1777_8024,1777,8024,ALESSANDRO,33.901994,-117.218897,D -- DISTRIBUTION,,CKT_2178_12478,NANCE,12
METRO WEST,2,ALAMITOS,B1C74AB01D46D8C0E053A040810A12E1,ABK_119_5025,,ALAMITOS,A-BANK,ABK_119_5025,SUB_890_5769,890,5769,CLARK,33.795873,-118.107231,D -- DISTRIBUTION,,CKT_3933_06995,GARFORD,4
NORTH COAST,34,ANTELOPE,B1C74AB01D72D8C0E053A040810A12E1,ABK_317_5052,,ANTELOPE,A-BANK,ABK_317_5052,SUB_584_5522,584,5522,SHUTTLE,34.642747,-118.16475,D -- DISTRIBUTION,,CKT_1853_05334,DROID,12
METRO EAST,32,PADUA,B1C83FDA0A9995B9E053A140810ACB23,ABK_314_5060,,PADUA,A-BANK,ABK_314_5060,SUB_313_5060,313,5060,PADUA,34.120216,-117.639058,T -- TRANSMISSION,,CKT_1241_18271,TULLY,12
ORANGE,57,ELLIS,B1C83FDA0C2595B9E053A140810ACB23,ABK_377_5086,SEC_C,ELLIS,A-BANK,ABK_377_5086,SUB_966_5854,966,5854,BROOKHURST,33.737102,-117.957233,S -- SUB-TRANSMISSION,,CKT_3442_11496,MCKEEVER,12
ORANGE,57,ELLIS,B1C83FDA0C2595B9E053A140810ACB23,ABK_377_5086,SEC_C,ELLIS,A-BANK,ABK_377_5086,SUB_975_5862,975,5862,SULLIVAN,33.744838,-117.90189,S -- SUB-TRANSMISSION,,CKT_282_19791,YUMA,12
NORTH COAST,37,MOORPARK,B1C83FDA0C1D95B9E053A140810ACB23,ABK_324_5056,SEC_A,MOORPARK,A-BANK,ABK_324_5056,SUB_690_5557,690,5557,NEWBURY,34.195994,-118.930935,S -- SUB-TRANSMISSION,,CKT_3010_08564,HOOLIGAN,16
RURALS,66,VICTOR,B1C74AB01D4BD8C0E053A040810A12E1,ABK_1622_8049,,VICTOR,A-BANK,ABK_1622_8049,SUB_2048_8007,2048,8007,RIVERTEX,34.606088,-117.335036,C -- CUSTOMER,,CKT_14944_16499,SLAB,12
METRO EAST,21,RIO HONDO,B1C83FDA093795B9E053A140810ACB23,ABK_287_5013,,RIO HONDO,A-BANK,ABK_287_5013,SUB_409_5134,409,5134,MONROVIA,34.143018,-118.002548,D -- DISTRIBUTION,SUB_440_5171,CKT_2910_09050,IVY,4
METRO EAST,45,MIRA LOMA,B1C74AB01D7CD8C0E053A040810A12E1,ABK_343_5069,,MIRA LOMA,A-BANK,ABK_343_5069,SUB_1782_8279,1782,8279,CORONA,33.884287,-117.57202,S -- SUB-TRANSMISSION,,CKT_367_14486,PULASKI,12
