REGION_NAME,SYSTEM_ID,SYSTEM_NAME,ABANK_MRID,SBTRN_SUB_KEY,SBTRN_SUB_SECTION_NAME,SBTRN_SUB_ALIASNAME,SBTRN_SUB_TYPE,SBTRN_SUB_KEY,SUB_KEY,SUB_ID,SUB_NUM,SUB_NAME,SUB_LATITUDE,SUB_LONGITUDE,SUB_TYPE,SUB_PARENT_KEY,CIRCUIT_KEY,CIRCUIT_NAME,CIRCUIT_KV
METRO EAST,32,PADUA,B1C83FDA0A9995B9E053A140810ACB23,ABK_314_5060,,PADUA,A-BANK,ABK_314_5060,SUB_790_5677,790,5677,CUCAMONGA,34.084417,-117.59249,S -- SUB-TRANSMISSION,,CKT_144_19705,YARBOROUGH,12
DESERT,41,VISTA,B1C74AB01D79D8C0E053A040810A12E1,ABK_336_5064,,VISTA,A-BANK,ABK_336_5064,SUB_1811_5620,1811,5620,BLOOMINGTON,34.049154,-117.400251,S -- SUB-TRANSMISSION,,CKT_1678_16550,SLOVER,12
SAN JACINTO VALLEY,46,VALLEY,B1C83FDA0C2295B9E053A140810ACB23,ABK_349_5070,SEC_ABC,VALLEY,A-BANK,ABK_349_5070,SUB_1817_8014,1817,8014,BUNKER,33.828866,-117.212389,S -- SUB-TRANSMISSION,,CKT_4849_16624,SOLDIER,12
DESERT,41,VISTA,B1C74AB01D78D8C0E053A040810A12E1,ABK_334_5064,,VISTA 115,A-BANK,ABK_334_5064,SUB_772_5640,772,5640,BURNT MILL,34.234405,-117.201507,D -- DISTRIBUTION,SUB_1808_8094,CKT_960_12860,NORTH SHORE,12
METRO EAST,22,WALNUT,B1C83FDA0B6095B9E053A140810ACB23,ABK_290_5014,,WALNUT,A-BANK,ABK_290_5014,SUB_454_5186,454,5186,CORTEZ,34.092491,-117.879562,S -- SUB-TRANSMISSION,,CKT_5784_01513,BARBOSSA,12
DESERT,43,DEVERS,B1C74AB01D7BD8C0E053A040810A12E1,ABK_340_5067,,DEVERS,A-BANK,ABK_340_5067,SUB_1805_8171,1805,8171,COFFEE,33.932589,-116.50521,D -- DISTRIBUTION,SUB_1613_8044,CKT_3320_02633,CAFE,12
METRO WEST,47,HINSON,B1C74AB01D80D8C0E053A040810A12E1,ABK_351_5071,,HINSON,A-BANK,ABK_351_5071,SUB_857_5738,857,5738,LOS CERRITOS,33.811301,-118.190523,S -- SUB-TRANSMISSION,,CKT_4259_02192,BRETHREN,12
METRO WEST,25,LA FRESA,B1C74AB01D68D8C0E053A040810A12E1,ABK_300_5021,SEC_B,LA FRESA,A-BANK,ABK_300_5021,SUB_1519_7677,1519,7677,PEACOCK U.G.S.,33.78253082,-118.4057876,D -- DISTRIBUTION,SUB_537_5264,CKT_1515_13861,PEACOCK,4
SAN JACINTO VALLEY,46,VALLEY,B1C83FDA0C2395B9E053A140810ACB23,ABK_350_5070,SEC_G,VALLEY,A-BANK,ABK_350_5070,SUB_1667_8343,1667,8343,ELSINORE,33.674578,-117.326114,S -- SUB-TRANSMISSION,,CKT_457_15317,ROCKRIDGE,12
METRO WEST,2,ALAMITOS,B1C74AB01D46D8C0E053A040810A12E1,ABK_119_5025,,ALAMITOS,A-BANK,ABK_119_5025,SUB_847_5726,847,5726,HATHAWAY,33.790912,-118.142139,S -- SUB-TRANSMISSION,,CKT_1530_16300,SHAW,4
SAN JOAQUIN,28,RECTOR,B1C74AB01D6BD8C0E053A040810A12E1,ABK_305_5033,,RECTOR,A-BANK,ABK_305_5033,SUB_304_5033,304,5033,RECTOR,36.304557,-119.244398,D -- DISTRIBUTION,,CKT_8_19693,WUTCHUMNA,12
SAN JACINTO VALLEY,46,VALLEY,B1C83FDA0C2395B9E053A140810ACB23,ABK_350_5070,SEC_G,VALLEY,A-BANK,ABK_350_5070,SUB_1813_8005,1813,8005,STADLER,33.557901,-117.203281,S -- SUB-TRANSMISSION,,CKT_668_14836,REFEREE,12
SAN JACINTO VALLEY,46,VALLEY,B1C83FDA0C2395B9E053A140810ACB23,ABK_350_5070,SEC_G,VALLEY,A-BANK,ABK_350_5070,SUB_1609_8018,1609,8018,AULD,33.597282,-117.137572,S -- SUB-TRANSMISSION,,CKT_4888_17797,THOROUGHBRED,12
METRO WEST,25,LA FRESA,B1C74AB01D67D8C0E053A040810A12E1,ABK_298_5021,SEC_A,LA FRESA,A-BANK,ABK_298_5021,SUB_511_5241,511,5241,YUKON,33.919026,-118.334559,S -- SUB-TRANSMISSION,,CKT_1702_19190,WESTERN,16
METRO WEST,48,LIGHTHIPE,B1C74AB01D82D8C0E053A040810A12E1,ABK_357_5073,SEC_DEF,LIGHTHIPE,A-BANK,ABK_357_5073,SUB_863_5744,863,5744,OLDFIELD,33.846176,-118.177093,D -- DISTRIBUTION,SUB_907_5785,CKT_3322_05180,DOLLAR,4
DESERT,3,SAN BERNARDINO,B1C74AB01D47D8C0E053A040810A12E1,ABK_142_8076,,SAN BERNARDINO,A-BANK,ABK_142_8076,SUB_749_5619,749,5619,HIGHLAND,34.107812,-117.186505,S -- SUB-TRANSMISSION,,CKT_80_16730,SPARKS,12
METRO EAST,32,PADUA,B1C83FDA0A9995B9E053A140810ACB23,ABK_314_5060,,PADUA,A-BANK,ABK_314_5060,SUB_313_5060,313,5060,PADUA,34.120216,-117.639058,T -- TRANSMISSION,,CKT_3093_11182,MARCONI,12
METRO EAST,40,CHINO,B1C74AB01D76D8C0E053A040810A12E1,ABK_2215_5062,SEC_A,CHINO,A-BANK,ABK_2215_5062,SUB_755_5625,755,5625,ONTARIO,34.056617,-117.645751,D -- DISTRIBUTION,SUB_781_5648,CKT_947_12760,NOCTA,4
SAN JACINTO VALLEY,46,VALLEY,B1C83FDA0C2295B9E053A140810ACB23,ABK_349_5070,SEC_ABC,VALLEY,A-BANK,ABK_349_5070,SUB_1890_8056,1890,8056,LAKEVIEW,33.825649,-117.133861,S -- SUB-TRANSMISSION,,CKT_14458_01915,BONNEVILLE,12
METRO WEST,26,EL NIDO,B1C74AB01D69D8C0E053A040810A12E1,ABK_301_5023,,EL NIDO,A-BANK,ABK_301_5023,SUB_302_5023,302,5023,EL NIDO,33.896033,-118.372908,T -- TRANSMISSION,,CKT_1611_13930,PENGUIN,16
SAN JACINTO VALLEY,46,VALLEY,B1C83FDA0C2395B9E053A140810ACB23,ABK_350_5070,SEC_G,VALLEY,A-BANK,ABK_350_5070,SUB_1818_8342,1818,8342,NEWCOMB,33.687395,-117.207363,S -- SUB-TRANSMISSION,,CKT_1729_14074,PIEDRA,12
NORTH COAST,34,ANTELOPE,B1C74AB01D72D8C0E053A040810A12E1,ABK_317_5052,,ANTELOPE,A-BANK,ABK_317_5052,SUB_652_5514,652,5514,LANCASTER,34.700687,-118.145852,D -- DISTRIBUTION,,CKT_2746_11420,MAYS,12
METRO WEST,2,ALAMITOS,B1C74AB01D46D8C0E053A040810A12E1,ABK_119_5025,,ALAMITOS,A-BANK,ABK_119_5025,SUB_888_5768,888,5768,BROADWAY,33.766964,-118.152118,S -- SUB-TRANSMISSION,,CKT_4311_10774,LUCIA,12
METRO WEST,49,LAGUNA BELL,B1C74AB01D84D8C0E053A040810A12E1,ABK_361_5074,SEC_C,LAGUNA BELL,A-BANK,ABK_361_5074,SUB_838_5718,838,5718,FRUITLAND,33.996014,-118.226743,S -- SUB-TRANSMISSION,,CKT_3568_05910,EMSCO,16
METRO WEST,25,LA FRESA,B1C74AB01D68D8C0E053A040810A12E1,ABK_300_5021,SEC_B,LA FRESA,A-BANK,ABK_300_5021,SUB_526_5252,526,5252,ROLLING HILLS,33.808375,-118.354936,S -- SUB-TRANSMISSION,,CKT_3061_10680,LOMITA,16
DESERT,41,VISTA,B1C74AB01D78D8C0E053A040810A12E1,ABK_334_5064,,VISTA 115,A-BANK,ABK_334_5064,SUB_1340_7140,1340,7140,COULTER P.T.,34.22653459,-117.0363833,D -- DISTRIBUTION,SUB_791_5661,CKT_3956_09998,COULTER,2.4
RURALS,60,ELDORADO,B1C74AB01D57D8C0E053A040810A12E1,ABK_2137_8363,,IVANPAH,A-BANK,ABK_2137_8363,SUB_1657_8097,1657,8097,DUNN SIDING,35.049484,-116.440192,D -- DISTRIBUTION,,CKT_681_17502,TALC,12
METRO WEST,25,LA FRESA,B1C74AB01D68D8C0E053A040810A12E1,ABK_300_5021,SEC_B,LA FRESA,A-BANK,ABK_300_5021,SUB_299_5021,299,5021,LA FRESA,33.869533,-118.333371,T -- TRANSMISSION,,CKT_2964_07150,GENERAL PETROLEUM,16
METRO WEST,26,EL NIDO,B1C74AB01D69D8C0E053A040810A12E1,ABK_301_5023,,EL NIDO,A-BANK,ABK_301_5023,SUB_302_5023,302,5023,EL NIDO,33.896033,-118.372908,T -- TRANSMISSION,,CKT_3024_07660,GRIZZLEY,16
METRO WEST,48,LIGHTHIPE,B1C74AB01D82D8C0E053A040810A12E1,ABK_357_5073,SEC_DEF,LIGHTHIPE,A-BANK,ABK_357_5073,SUB_897_5774,897,5774,LONGDON,33.881754,-118.195754,D -- DISTRIBUTION,SUB_877_5756,CKT_1714_19260,WHITE,4
RURALS,65,KRAMER,B1C74AB01D4AD8C0E053A040810A12E1,ABK_1618_5042,,KRAMER,A-BANK,ABK_1618_5042,SUB_13079_7746,13079,7746,STEM P.T.,35.14116772,-117.9914098,D -- DISTRIBUTION,SUB_1786_8028,CKT_63765873_16984,STEM,12
METRO EAST,21,RIO HONDO,B1C83FDA093795B9E053A140810ACB23,ABK_287_5013,,RIO HONDO,A-BANK,ABK_287_5013,SUB_440_5171,440,5171,BRADBURY,34.133704,-117.987017,S -- SUB-TRANSMISSION,,CKT_1510_13830,PAYNE,16
ORANGE,52,BARRE,B1C83FDA0C2895B9E053A140810ACB23,ABK_366_5081,SEC_AB,BARRE,A-BANK,ABK_366_5081,SUB_934_5822,934,5822,FULLERTON,33.868107,-117.921631,S -- SUB-TRANSMISSION,,CKT_4256_02145,BRASHEARS,12
DESERT,51,EL CASCO,B1C74AB01D4CD8C0E053A040810A12E1,ABK_1860_8006,,EL CASCO,A-BANK,ABK_1860_8006,SUB_1642_8118,1642,8118,CABAZON,33.913866,-116.783919,D -- DISTRIBUTION,SUB_1781_8026,CKT_71_14337,POPPET FLATS,12
METRO WEST,25,LA FRESA,B1C74AB01D68D8C0E053A040810A12E1,ABK_300_5021,SEC_B,LA FRESA,A-BANK,ABK_300_5021,SUB_537_5264,537,5264,CREST,33.767008,-118.373119,S -- SUB-TRANSMISSION,,CKT_300_19835,ZIRCON,16
DESERT,1,ETIWANDA,B1C74AB01D45D8C0E053A040810A12E1,ABK_111_5096,SEC_A,ETIWANDA,A-BANK,ABK_111_5096,SUB_743_5615,743,5615,DECLEZ,34.077996,-117.488159,S -- SUB-TRANSMISSION,,CKT_2363_01629,BIG RIGG,12
METRO EAST,21,RIO HONDO,B1C83FDA093795B9E053A140810ACB23,ABK_287_5013,,RIO HONDO,A-BANK,ABK_287_5013,SUB_409_5134,409,5134,MONROVIA,34.143018,-118.002548,D -- DISTRIBUTION,SUB_440_5171,CKT_2173_12450,MYRTLE,4
DESERT,3,SAN BERNARDINO,B1C74AB01D47D8C0E053A040810A12E1,ABK_142_8076,,SAN BERNARDINO,A-BANK,ABK_142_8076,SUB_768_5636,768,5636,YUCAIPA,34.010592,-117.051443,S -- SUB-TRANSMISSION,,CKT_1051_12960,OAK GLEN,12
METRO EAST,20,MESA,B1C74AB01D64D8C0E053A040810A12E1,ABK_284_5012,,MESA,A-BANK,ABK_284_5012,SUB_448_5179,448,5179,RAVENDALE,34.121662,-118.081178,S -- SUB-TRANSMISSION,,CKT_3163_05926,ENDICOTT,4
METRO EAST,20,MESA,B1C74AB01D64D8C0E053A040810A12E1,ABK_284_5012,,MESA,A-BANK,ABK_284_5012,SUB_398_5109,398,5109,BICKNELL,34.033653,-118.162565,D -- DISTRIBUTION,SUB_433_5164,CKT_2798_11600,MEDNICK,4
RURALS,65,KRAMER,B1C74AB01D4AD8C0E053A040810A12E1,ABK_1618_5042,,KRAMER,A-BANK,ABK_1618_5042,SUB_1794_8033,1794,8033,SEARLES,35.700148,-117.398747,D -- DISTRIBUTION,,CKT_4292_07822,HACKMAN,33
METRO WEST,47,HINSON,B1C74AB01D80D8C0E053A040810A12E1,ABK_351_5071,,HINSON,A-BANK,ABK_351_5071,SUB_903_5781,903,5781,NEPTUNE,33.82731,-118.268482,S -- SUB-TRANSMISSION,,CKT_3828_09670,KEYSTONE,4
DESERT,41,VISTA,B1C74AB01D78D8C0E053A040810A12E1,ABK_334_5064,,VISTA 115,A-BANK,ABK_334_5064,SUB_1690_8019,1690,8019,MAXWELL,33.947209,-117.243282,S -- SUB-TRANSMISSION,,CKT_3235_02324,BRUTTE,12
METRO EAST,19,EAGLE ROCK,B1C74AB01D63D8C0E053A040810A12E1,ABK_283_5011,,EAGLE ROCK,A-BANK,ABK_283_5011,SUB_387_5101,387,5101,ALHAMBRA,34.091296,-118.149117,S -- SUB-TRANSMISSION,,CKT_2689_04350,CRESTA,16
METRO EAST,21,RIO HONDO,B1C83FDA093795B9E053A140810ACB23,ABK_287_5013,,RIO HONDO,A-BANK,ABK_287_5013,SUB_392_5105,392,5105,ANITA,34.105623,-118.038498,S -- SUB-TRANSMISSION,,CKT_2711_06380,FIESTA,4
RURALS,66,VICTOR,B1C74AB01D4BD8C0E053A040810A12E1,ABK_1622_8049,,VICTOR,A-BANK,ABK_1622_8049,SUB_1750_8010,1750,8010,PHELAN,34.42417,-117.555642,D -- DISTRIBUTION,,CKT_3930_06987,GAMBLER,12
METRO EAST,45,MIRA LOMA,B1C74AB01D7CD8C0E053A040810A12E1,ABK_343_5069,,MIRA LOMA,A-BANK,ABK_343_5069,SUB_1783_8279,1783,8279,CORONA,33.884287,-117.57202,S -- SUB-TRANSMISSION,,CKT_1269_13386,OWENS,33
SAN JOAQUIN,30,VESTAL,B1C74AB01D6CD8C0E053A040810A12E1,ABK_308_5035,,VESTAL,A-BANK,ABK_308_5035,SUB_598_5336,598,5336,COLUMBINE,35.834226,-119.209976,S -- SUB-TRANSMISSION,,CKT_404_17060,STONE,12
RURALS,66,VICTOR,B1C74AB01D4BD8C0E053A040810A12E1,ABK_1622_8049,,VICTOR,A-BANK,ABK_1622_8049,SUB_1623_8049,1623,8049,VICTOR,34.506044,-117.387819,D -- DISTRIBUTION,,CKT_3597_03263,CEMENT,33
METRO WEST,27,LA CIENEGA,B1C74AB01D6AD8C0E053A040810A12E1,ABK_303_5024,,LA CIENEGA,A-BANK,ABK_303_5024,SUB_489_5222,489,5222,OLYMPIC,34.05966,-118.389546,D -- DISTRIBUTION,SUB_462_5201,CKT_2658_03380,CHARLEVILLE,4
NORTH COAST,36,GOLETA,B1C74AB01D74D8C0E053A040810A12E1,ABK_321_5055,,GOLETA,A-BANK,ABK_321_5055,SUB_666_5531,666,5531,SANTA BARBARA,34.423105,-119.685469,S -- SUB-TRANSMISSION,,CKT_248_16930,STANWOOD,16
SAN JOAQUIN,28,RECTOR,B1C74AB01D6BD8C0E053A040810A12E1,ABK_305_5033,,RECTOR,A-BANK,ABK_305_5033,SUB_571_5312,571,5312,LIBERTY,36.283263,-119.332175,S -- SUB-TRANSMISSION,,CKT_999_14589,ROYAL OAKS,12
ORANGE,59,SANTIAGO,B1C74AB01D8AD8C0E053A040810A12E1,ABK_381_5088,SEC_A,SANTIAGO,A-BANK,ABK_381_5088,SUB_930_5818,930,5818,CROWN,33.608272,-117.865213,S -- SUB-TRANSMISSION,,CKT_4228_07790,GUNTHER,12
METRO EAST,20,MESA,B1C74AB01D64D8C0E053A040810A12E1,ABK_284_5012,,MESA,A-BANK,ABK_284_5012,SUB_447_5179,447,5179,RAVENDALE,34.121662,-118.081178,S -- SUB-TRANSMISSION,,CKT_3159_06920,GAINSBOROUGH,16
DESERT,3,SAN BERNARDINO,B1C74AB01D47D8C0E053A040810A12E1,ABK_142_8076,,SAN BERNARDINO,A-BANK,ABK_142_8076,SUB_749_5619,749,5619,HIGHLAND,34.107812,-117.186505,S -- SUB-TRANSMISSION,,CKT_2424_04263,CRAM,12
METRO WEST,49,LAGUNA BELL,B1C74AB01D83D8C0E053A040810A12E1,ABK_360_5074,SEC_A,LAGUNA BELL,A-BANK,ABK_360_5074,SUB_443_5175,443,5175,VAIL,34.006889,-118.12783,S -- SUB-TRANSMISSION,,CKT_145_19710,YATES,16
SAN JACINTO VALLEY,46,VALLEY,B1C83FDA0C2295B9E053A140810ACB23,ABK_349_5070,SEC_ABC,VALLEY,A-BANK,ABK_349_5070,SUB_811_8095,811,8095,STETSON,33.733451,-117.007407,S -- SUB-TRANSMISSION,,CKT_4093_10269,LEAR,12
SAN JOAQUIN,28,RECTOR,B1C74AB01D6BD8C0E053A040810A12E1,ABK_305_5033,,RECTOR,A-BANK,ABK_305_5033,SUB_589_5328,589,5328,TULARE,36.21335,-119.330406,S -- SUB-TRANSMISSION,,CKT_1288_13520,PAIGE,12
METRO EAST,45,MIRA LOMA,B1C74AB01D7CD8C0E053A040810A12E1,ABK_343_5069,,MIRA LOMA,A-BANK,ABK_343_5069,SUB_1776_8275,1776,8275,JEFFERSON,33.857922,-117.588126,S -- SUB-TRANSMISSION,,CKT_4136_04633,DANA,12
DESERT,43,DEVERS,B1C74AB01D7BD8C0E053A040810A12E1,ABK_340_5067,,DEVERS,A-BANK,ABK_340_5067,SUB_1759_8156,1759,8156,NUGGET,34.207477,-116.368955,D -- DISTRIBUTION,SUB_1789_8029,CKT_3405_02827,CAMPANULA,25
SAN JOAQUIN,28,RECTOR,B1C74AB01D6BD8C0E053A040810A12E1,ABK_305_5033,,RECTOR,A-BANK,ABK_305_5033,SUB_304_5033,304,5033,RECTOR,36.304557,-119.244398,D -- DISTRIBUTION,,CKT_3027_08110,HART,12
METRO WEST,48,LIGHTHIPE,B1C74AB01D81D8C0E053A040810A12E1,ABK_356_5073,SEC_AB,LIGHTHIPE,A-BANK,ABK_356_5073,SUB_841_5720,841,5720,FREMONT,33.894839,-118.264504,S -- SUB-TRANSMISSION,SUB_840_5720,CKT_4114_01880,BOLAND,4
DESERT,63,MIRAGE,B1C74AB01D48D8C0E053A040810A12E1,ABK_1611_8012,,MIRAGE,A-BANK,ABK_1611_8012,SUB_1796_8036,1796,8036,SANTA ROSA,33.74769,-116.391698,S -- SUB-TRANSMISSION,,CKT_3629_08993,IRONTREE,12
ORANGE,53,VILLA PARK,B1C74AB01D85D8C0E053A040810A12E1,ABK_368_5082,,VILLA PARK,A-BANK,ABK_368_5082,SUB_968_5856,968,5856,WASHINGTON,33.756047,-117.859514,S -- SUB-TRANSMISSION,,CKT_1495_13768,PASS,12
ORANGE,54,VIEJO,B1C83FDA099995B9E053A140810ACB23,ABK_1014_5083,,VIEJO,A-BANK,ABK_1014_5083,SUB_1027_8810,1027,8810,ONEILL,33.642941,-117.605706,S -- SUB-TRANSMISSION,,CKT_3567_05902,EMPRESA,12
SAN JOAQUIN,30,VESTAL,B1C74AB01D6CD8C0E053A040810A12E1,ABK_308_5035,,VESTAL,A-BANK,ABK_308_5035,SUB_564_5306,564,5306,EARLIMART,35.892277,-119.250797,S -- SUB-TRANSMISSION,,CKT_2280_11270,MARSH,12
METRO WEST,27,LA CIENEGA,B1C74AB01D6AD8C0E053A040810A12E1,ABK_303_5024,,LA CIENEGA,A-BANK,ABK_303_5024,SUB_485_5217,485,5217,MARINE,34.006966,-118.465719,S -- SUB-TRANSMISSION,,CKT_2203_12615,NEON,16
NORTH COAST,35,SANTA CLARA,B1C74AB01D73D8C0E053A040810A12E1,ABK_318_5053,,SANTA CLARA,A-BANK,ABK_318_5053,SUB_717_5587,717,5587,GONZALES,34.226314,-119.17603,S -- SUB-TRANSMISSION,,CKT_3192_02355,BUCKAROO,16
METRO EAST,40,CHINO,B1C74AB01D77D8C0E053A040810A12E1,ABK_2216_5062,SEC_C,CHINO,A-BANK,ABK_2216_5062,SUB_770_5603,770,5603,TROPHY,34.041379,-117.818136,S -- SUB-TRANSMISSION,,CKT_1840_19545,WINNER,12
RURALS,64,INYO SCE,B1C74AB01D49D8C0E053A040810A12E1,ABK_1615_8015,,INYO SCE,A-BANK,ABK_1615_8015,SUB_209_2612,209,2612,MINARET,37.651744,-119.01056,D -- DISTRIBUTION,SUB_200_2557,CKT_1782_16592,SNOWDRIFT,12
ORANGE,52,BARRE,B1C83FDA0C2895B9E053A140810ACB23,ABK_366_5081,SEC_AB,BARRE,A-BANK,ABK_366_5081,SUB_931_5819,931,5819,ELY,33.850884,-118.027896,S -- SUB-TRANSMISSION,,CKT_3645_11796,MEXICO,12
METRO WEST,26,EL NIDO,B1C74AB01D69D8C0E053A040810A12E1,ABK_301_5023,,EL NIDO,A-BANK,ABK_301_5023,SUB_478_5211,478,5211,INGLEWOOD,33.965663,-118.35809,S -- SUB-TRANSMISSION,,CKT_2532_03270,CENTINELA,16
METRO EAST,32,PADUA,B1C83FDA0A9995B9E053A140810ACB23,ABK_314_5060,,PADUA,A-BANK,ABK_314_5060,SUB_790_5677,790,5677,CUCAMONGA,34.084417,-117.59249,S -- SUB-TRANSMISSION,,CKT_4230_07795,GURNEY,12
DESERT,41,VISTA,B1C74AB01D78D8C0E053A040810A12E1,ABK_334_5064,,VISTA 115,A-BANK,ABK_334_5064,SUB_1723_8021,1723,8021,PEPPER,34.102141,-117.353529,S -- SUB-TRANSMISSION,,CKT_4919_14144,PINOT,12
RURALS,64,INYO SCE,B1C74AB01D49D8C0E053A040810A12E1,ABK_1615_8015,,INYO SCE,A-BANK,ABK_1615_8015,SUB_193_2611,193,2611,SKILAND,37.636656,-118.96431,D -- DISTRIBUTION,SUB_200_2557,CKT_954_12798,NORDIC,12
METRO EAST,22,WALNUT,B1C83FDA0B6095B9E053A140810ACB23,ABK_290_5014,,WALNUT,A-BANK,ABK_290_5014,SUB_289_5014,289,5014,WALNUT,34.0079,-117.949692,T -- TRANSMISSION,,CKT_1554_16371,SHOPPER,12
ORANGE,52,BARRE,B1C83FDA0C2895B9E053A140810ACB23,ABK_366_5081,SEC_AB,BARRE,A-BANK,ABK_366_5081,SUB_934_5822,934,5822,FULLERTON,33.868107,-117.921631,S -- SUB-TRANSMISSION,,CKT_3845_03873,COMPLEX,12
RURALS,66,VICTOR,B1C74AB01D4BD8C0E053A040810A12E1,ABK_1622_8049,,VICTOR,A-BANK,ABK_1622_8049,SUB_1628_8013,1628,8013,APPLE VALLEY,34.449098,-117.224026,D -- DISTRIBUTION,,CKT_4208_04765,DEEP CREEK,12
SAN JOAQUIN,28,RECTOR,B1C74AB01D6BD8C0E053A040810A12E1,ABK_305_5033,,RECTOR,A-BANK,ABK_305_5033,SUB_573_5315,573,5315,LAUREL,36.239848,-119.47522,S -- SUB-TRANSMISSION,,CKT_1959_01030,BALL,12
METRO EAST,22,WALNUT,B1C83FDA0B6095B9E053A140810ACB23,ABK_290_5014,,WALNUT,A-BANK,ABK_290_5014,SUB_454_5186,454,5186,CORTEZ,34.092491,-117.879562,S -- SUB-TRANSMISSION,,CKT_3220_07830,HAIG,12
METRO WEST,25,LA FRESA,B1C74AB01D67D8C0E053A040810A12E1,ABK_298_5021,SEC_A,LA FRESA,A-BANK,ABK_298_5021,SUB_9045_7407,9045,7407,JACKNORTHROP P.T.,33.92109708,-118.3313752,D -- DISTRIBUTION,SUB_511_5241,CKT_14908_09086,JACKNORTHROP,4
SAN JACINTO VALLEY,46,VALLEY,B1C83FDA0C2295B9E053A140810ACB23,ABK_349_5070,SEC_ABC,VALLEY,A-BANK,ABK_349_5070,SUB_1802_8038,1802,8038,NELSON,33.772395,-116.988682,S -- SUB-TRANSMISSION,,CKT_4083_10203,LAUDA,33
RURALS,65,KRAMER,B1C74AB01D4AD8C0E053A040810A12E1,ABK_1618_5042,,KRAMER,A-BANK,ABK_1618_5042,SUB_1607_5041,1607,5041,INYOKERN,35.652588,-117.796488,D -- DISTRIBUTION,,CKT_3816_09619,KENNEDY,33
NORTH COAST,35,SANTA CLARA,B1C74AB01D73D8C0E053A040810A12E1,ABK_318_5053,,SANTA CLARA,A-BANK,ABK_318_5053,SUB_637_5506,637,5506,CHANNEL ISLANDS,34.181887,-119.222177,S -- SUB-TRANSMISSION,,CKT_1309_15992,SCHOONER,16
DESERT,43,DEVERS,B1C74AB01D7BD8C0E053A040810A12E1,ABK_340_5067,,DEVERS,A-BANK,ABK_340_5067,SUB_1718_8214,1718,8214,PALM CANYON,33.79901,-116.543488,D -- DISTRIBUTION,SUB_1814_8098,CKT_236_16855,STACK,12
METRO EAST,40,CHINO,B1C74AB01D76D8C0E053A040810A12E1,ABK_2215_5062,SEC_A,CHINO,A-BANK,ABK_2215_5062,SUB_9001_7953,9001,7953,CHINO TRAINING P.T.,33.9986154,-117.679182,D -- DISTRIBUTION,SUB_330_5062,CKT_14901_03477,CHINO TRAINING,12
ORANGE,59,SANTIAGO,B1C74AB01D89D8C0E053A040810A12E1,ABK_380_5088,SEC_C,SANTIAGO,A-BANK,ABK_380_5088,SUB_383_5088,383,5088,SANTIAGO,33.665081,-117.768056,D -- DISTRIBUTION,,CKT_467_06112,EURO,12
DESERT,51,EL CASCO,B1C74AB01D4CD8C0E053A040810A12E1,ABK_1860_8006,,EL CASCO,A-BANK,ABK_1860_8006,SUB_1506_7657,1506,7657,PHEASANT P.T.,33.967799,-116.8975927,D -- DISTRIBUTION,SUB_1781_8026,CKT_1632_14005,PHEASANT,12
METRO WEST,25,LA FRESA,B1C74AB01D67D8C0E053A040810A12E1,ABK_298_5021,SEC_A,LA FRESA,A-BANK,ABK_298_5021,SUB_476_5210,476,5210,HOWARD,33.922503,-118.307015,S -- SUB-TRANSMISSION,,CKT_2530_03030,CARTER,4
SAN JOAQUIN,30,VESTAL,B1C74AB01D6CD8C0E053A040810A12E1,ABK_308_5035,,VESTAL,A-BANK,ABK_308_5035,SUB_607_5348,607,5348,WHEATLAND,35.910765,-119.144322,S -- SUB-TRANSMISSION,,CKT_2596_01850,BOBCAT,12
DESERT,41,VISTA,B1C74AB01D79D8C0E053A040810A12E1,ABK_336_5064,,VISTA,A-BANK,ABK_336_5064,SUB_1673_8151,1673,8151,GLEN AVON,34.005237,-117.457412,S -- SUB-TRANSMISSION,,CKT_3884_09865,KRAFT,12
METRO WEST,27,LA CIENEGA,B1C74AB01D6AD8C0E053A040810A12E1,ABK_303_5024,,LA CIENEGA,A-BANK,ABK_303_5024,SUB_468_5204,468,5204,CULVER,34.014558,-118.402608,S -- SUB-TRANSMISSION,,CKT_2452_05440,DURANGO,4
SAN JACINTO VALLEY,46,VALLEY,B1C83FDA0C2295B9E053A140810ACB23,ABK_349_5070,SEC_ABC,VALLEY,A-BANK,ABK_349_5070,SUB_1777_8024,1777,8024,ALESSANDRO,33.901994,-117.218897,D -- DISTRIBUTION,,CKT_3929_06985,GAMBLE,12
METRO EAST,40,CHINO,B1C74AB01D77D8C0E053A040810A12E1,ABK_2216_5062,SEC_C,CHINO,A-BANK,ABK_2216_5062,SUB_757_5627,757,5627,POMONA,34.058357,-117.75537,D -- DISTRIBUTION,SUB_746_5617,CKT_818_17770,THOMAS,4
SAN JACINTO VALLEY,46,VALLEY,B1C83FDA0C2295B9E053A140810ACB23,ABK_349_5070,SEC_ABC,VALLEY,A-BANK,ABK_349_5070,SUB_1777_8024,1777,8024,ALESSANDRO,33.901994,-117.218897,D -- DISTRIBUTION,,CKT_3503_05619,EDWIN,12
METRO WEST,55,CENTER,B1C74AB01D86D8C0E053A040810A12E1,ABK_369_5084,SEC_B,CENTER,A-BANK,ABK_369_5084,SUB_1000_5886,1000,5886,PIONEER,33.915515,-118.08127,S -- SUB-TRANSMISSION,SUB_999_5886,CKT_1759_14160,PIUMA,4
