CKT_KEY,NODE_ID,BASE_VOLTAGE,PGEN,QGEN,PGEN_A,PGEN_B,PGEN_C,QGEN_A,QGEN_B,QGEN_C,PCAP,QCAP,PLOAD,QLOAD,PLOAD_A,PLOAD_B,PLOAD_C,QLOAD_A,QLOAD_B,QLOAD_C,VA,VA_ANGLE,VB,VB_ANGLE,VC,VC_ANGLE,IA,IA_ANGLE,IB,IB_ANGLE,IC,IC_ANGLE
CKT_114_16955,123861006,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0304331,-0.0141116,1.0303995,-120.0122678,,,0.0,-16.3648923,0.0,-48.7673523,,
CKT_114_16955,43017935,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0304727,-0.0145594,1.0304381,-120.0137042,1.0304802,119.9871605,0.0,-92.8261889,0.0,-153.4349488,0.0,62.8706962
CKT_114_16955,177282932,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0304524,-0.0138118,1.0304166,-120.0129915,1.0304588,119.9879455,5e-06,-161.4649179,1e-07,68.7149778,0.0,10.3048465
CKT_114_16955,-99999955295942,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0278852,-0.0583327,1.0278533,-120.0571412,1.0278878,119.943802,161.5119385,-27.838733,161.5119415,-147.838733,161.511934,92.161267
CKT_114_16955,210332391,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0304467,-0.0135238,1.0304083,-120.012905,1.0304499,119.9879024,0.0,165.9637565,0.0,90.0,0.0,124.9293585
CKT_114_16955,42999716,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0304464,-0.0135068,,,1.0304494,119.9878951,0.0,168.8902195,,,0.0,-97.1693249
CKT_114_16955,55295298,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0300516,-0.0028531,1.0300457,-120.0028406,1.0300501,119.9973643,4e-07,-135.0,1e-07,90.0,4e-07,-63.4349488
CKT_114_16955,177282953,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0304524,-0.0138118,1.0304166,-120.0129915,1.0304588,119.9879455,5e-06,-161.4649179,1e-07,68.7149778,0.0,10.3048465
CKT_114_16955,55295907,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0304522,-0.0137992,1.0304164,-120.0129792,1.0304586,119.987958,3e-07,62.5077802,2e-07,160.2478584,4e-07,138.9380152
CKT_114_16955,54028383,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.030527,-120.015485,1.0305667,119.9860166,,,0.0,30.6499326,0.0,-77.6267687
CKT_114_16955,55295558,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0300519,-0.0028761,1.0300452,-120.002903,1.0300494,119.9973561,0.0,-180.0,0.0,-145.4576973,0.0,105.064667
CKT_114_16955,55295736,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0304522,-0.0137976,1.0304164,-120.0129777,1.0304586,119.9879596,0.0,-180.0,1e-06,-51.3401917,1.9e-06,-80.5376778
CKT_114_16955,42981601,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0305094,-0.0159106,,,1.030519,119.9855182,0.0,-143.4899991,,,0.0,-76.7092382
CKT_114_16955,42997338,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0304476,-0.0135636,1.0304088,-120.0129109,1.030451,119.9879219,0.0,0.0,0.0,-176.1877581,0.0,111.8203523
CKT_114_16955,42981552,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0305105,-0.0159324,,,1.0305199,119.9855608,0.0,-119.9055056,,,0.0,31.6518106
CKT_114_16955,-99999955295509,0.069284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0299811,-90.0040472,1.0299811,89.9959528,,,5.8801929,-113.6063411,5.8801929,66.3936589
CKT_114_16955,42981694,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0304619,-0.0141836,1.0304265,-120.0133314,1.030469,119.9875738,0.0,87.9344982,0.0,-14.1312519,0.0,-128.6598083
CKT_114_16955,210332407,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0304467,-0.0135238,1.0304083,-120.012905,1.0304499,119.9879024,0.0,165.9637565,0.0,90.0,0.0,124.9293585
